,id,ms_subclass,lot_frontage,lot_area,overall_qual,overall_cond,year_built,year_remod/add,mas_vnr_area,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,heating_qc,bedroom_abvgr,kitchen_abvgr,kitchen_qual,functional,fireplaces,garage_yr_blt,garage_cars,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,misc_val,mo_sold,yr_sold,ttl_sf,ttl_bath,ms_zoning_FV,ms_zoning_I (all),ms_zoning_RH,ms_zoning_RL,ms_zoning_RM,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_IDOTRR,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,condition_1_Feedr,condition_1_Norm,condition_1_PosA,condition_1_PosN,condition_1_RRAe,condition_1_RRAn,condition_1_RRNe,condition_1_RRNn,condition_2_Norm,condition_2_PosA,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,exterior_1st_AsphShn,exterior_1st_BrkComm,exterior_1st_BrkFace,exterior_1st_CemntBd,exterior_1st_HdBoard,exterior_1st_MetalSd,exterior_1st_Plywood,exterior_1st_Stucco,exterior_1st_VinylSd,exterior_1st_Wd Sdng,exterior_1st_WdShing,mas_vnr_type_BrkFace,mas_vnr_type_None,mas_vnr_type_Stone,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,heating_GasW,heating_Grav,central_air_Y,electrical_FuseF,electrical_FuseP,electrical_SBrkr,garage_type_Attchd,garage_type_Basment,garage_type_BuiltIn,garage_type_CarPort,garage_type_Detchd,garage_finish_RFn,garage_finish_Unf,paved_drive_P,paved_drive_Y,sale_type_CWD,sale_type_Con,sale_type_ConLD,sale_type_ConLI,sale_type_ConLw,sale_type_New,sale_type_Oth,sale_type_WD ,saleprice
850,1207,20,69.05520046484602,8475,4,7,1956,1956,0.0,3,3,3.0,3.0,1.0,6.0,5,2,1,3,3,0,1956.0,1.0,0,0,0,0,0,0,4,2008,1904.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,135750
851,140,20,70.0,8197,7,5,2003,2009,506.0,4,3,4.0,3.0,1.0,8.0,5,3,1,4,3,0,2003.0,2.0,252,73,0,0,0,300,2,2010,2960.0,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,214000
852,545,20,88.0,10994,8,5,2005,2006,366.0,4,3,4.0,4.0,1.0,8.0,5,2,1,4,3,1,2005.0,2.0,165,44,0,0,0,0,9,2009,3688.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,257000
853,1338,50,50.0,6000,6,7,1937,2000,0.0,3,4,3.0,3.0,1.0,3.0,5,3,1,3,3,0,2004.0,1.0,272,0,0,0,0,0,5,2008,2322.0,2.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,157000
854,2873,30,50.0,7288,5,6,1942,1950,0.0,3,3,3.0,3.0,2.0,3.0,3,2,1,3,3,0,1942.0,1.0,160,0,0,0,0,0,8,2006,1952.0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,102000
855,924,30,80.0,13360,5,7,1921,2006,0.0,3,4,4.0,3.0,1.0,6.0,5,2,1,3,3,0,1921.0,2.0,0,0,44,0,0,0,8,2009,1840.0,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,163500
856,844,20,78.0,10335,7,5,1999,1999,183.0,4,3,4.0,3.0,5.0,8.0,5,3,1,4,3,0,1999.0,2.0,144,29,0,0,0,0,6,2009,2991.0,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,204000
857,901,20,70.0,11767,5,5,1956,1956,259.0,3,3,3.0,3.0,1.0,3.0,5,2,1,3,2,1,1956.0,1.0,0,0,0,0,0,0,5,2009,2710.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,103500
858,2195,190,60.0,10896,6,7,1914,1995,0.0,2,3,3.0,2.0,1.0,2.0,5,8,2,2,3,0,1978.7077955601446,0.0,0,110,0,0,0,0,3,2007,4835.0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200000
859,2081,20,60.0,5400,5,5,1958,1958,0.0,3,3,3.0,3.0,1.0,3.0,3,3,1,3,3,0,1958.0,1.0,0,0,0,0,0,0,5,2007,1728.0,1.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,118000
860,2774,20,70.0,9100,7,5,2000,2000,244.0,4,3,4.0,3.0,4.0,8.0,5,3,1,4,3,0,2000.0,2.0,219,36,0,0,0,0,9,2006,3050.0,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,235000
861,2573,90,70.0,7728,5,6,1962,1962,120.0,3,3,3.0,3.0,4.0,6.0,3,3,1,3,3,0,1962.0,2.0,0,18,0,0,0,0,5,2006,2296.0,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,132500
862,1793,60,75.0,8778,8,5,2006,2006,0.0,4,3,4.0,3.0,1.0,1.0,5,3,1,4,3,0,2006.0,3.0,0,40,0,0,0,0,3,2007,3132.0,2.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,221300
863,882,20,63.0,8487,7,5,2004,2004,210.0,4,3,4.0,3.0,4.0,8.0,5,3,1,4,3,0,2004.0,2.0,192,36,0,0,0,0,8,2009,3000.0,2.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,190000
864,2791,60,69.05520046484602,9930,7,5,2002,2002,199.0,4,3,4.0,3.0,1.0,8.0,5,3,1,4,3,0,2002.0,2.0,320,54,0,0,0,0,7,2006,2588.0,2.5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,222000
865,297,20,100.0,17500,7,8,1959,2002,0.0,4,4,4.0,3.0,4.0,8.0,3,3,1,5,3,2,1959.0,2.0,0,207,162,0,0,0,5,2010,3804.0,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,335000
866,509,20,78.0,10206,8,5,2008,2008,294.0,4,3,4.0,3.0,1.0,1.0,5,3,1,4,3,1,2008.0,3.0,144,44,0,0,0,0,9,2009,3272.0,2.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,257500
867,1115,20,75.0,14587,9,5,2008,2008,284.0,4,3,4.0,3.0,1.0,1.0,5,2,1,5,3,1,2008.0,2.0,0,174,0,0,0,0,8,2008,3004.0,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,264132
868,773,20,65.0,7800,5,7,1967,2004,89.0,3,3,3.0,3.0,1.0,6.0,5,3,1,4,3,0,1967.0,1.0,64,0,0,0,0,0,6,2009,1763.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,130000
869,732,70,50.0,4960,5,7,1930,1982,0.0,3,3,3.0,3.0,1.0,1.0,5,3,1,3,3,1,1955.0,1.0,244,60,0,0,0,0,5,2009,1951.0,2.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,137000
870,1552,30,60.0,7392,5,7,1930,1995,0.0,3,3,3.0,3.0,1.0,1.0,3,2,1,3,3,0,1934.0,1.0,0,90,0,0,0,0,5,2008,1432.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,99500
871,226,90,69.05520046484602,7424,5,5,1978,1978,0.0,3,3,4.0,3.0,4.0,8.0,3,3,1,3,3,2,1978.0,2.0,0,0,0,0,0,0,5,2010,2692.0,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,160250
872,2830,160,24.0,2522,7,5,2004,2004,50.0,4,3,4.0,3.0,1.0,1.0,5,3,1,4,-1,0,2004.0,2.0,0,40,0,0,0,0,5,2006,2679.0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,130000
873,2238,30,46.0,3672,5,7,1922,1950,0.0,3,3,3.0,3.0,1.0,1.0,5,2,1,3,3,0,1922.0,1.0,0,0,96,0,0,0,9,2007,1632.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,75200
874,982,80,62.0,7706,6,5,1993,1996,0.0,3,4,4.0,3.0,4.0,3.0,5,2,1,3,3,0,1993.0,1.0,280,0,0,0,0,700,8,2009,1475.0,1.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,131250
875,1265,20,69.05520046484602,12929,6,6,1960,1993,276.0,3,3,3.0,3.0,5.0,8.0,3,3,1,3,3,0,1960.0,1.0,36,82,0,0,0,0,6,2008,2162.0,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,148000
876,559,20,69.05520046484602,9316,5,5,1965,1965,0.0,3,3,3.0,3.0,1.0,3.0,4,3,1,3,3,0,1965.0,1.0,171,0,0,0,0,0,5,2009,2044.0,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,124100
877,1203,85,69.05520046484602,12122,7,9,1961,2007,210.0,5,3,3.0,3.0,4.0,6.0,4,3,1,5,3,0,1961.0,2.0,144,76,0,0,0,0,7,2008,1943.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,178400
878,2083,90,42.0,7711,4,3,1977,1977,0.0,3,3,4.0,3.0,5.0,8.0,3,4,2,3,3,0,1978.7077955601446,0.0,321,0,0,0,0,0,8,2007,2880.0,4.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,150000
879,2130,60,43.0,12352,7,5,1998,1999,290.0,4,3,4.0,3.0,1.0,8.0,5,3,1,3,3,1,1998.0,2.0,0,74,0,0,0,0,3,2007,2606.0,3.5,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,217000
880,2455,60,75.0,12447,8,5,2005,2006,192.0,4,3,4.0,4.0,1.0,1.0,5,3,1,4,3,1,2005.0,2.0,200,70,0,0,0,0,1,2006,3064.0,2.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,252000
881,535,20,63.0,7500,7,5,2006,2006,0.0,4,3,4.0,4.0,1.0,8.0,5,3,1,4,3,0,2006.0,2.0,182,0,0,0,0,0,6,2009,2282.0,2.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,152000
882,2019,45,51.0,6120,7,8,1929,2001,0.0,3,3,3.0,3.0,1.0,1.0,5,2,1,3,3,0,1991.0,2.0,48,112,0,0,0,0,7,2007,1686.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,132000
883,2655,50,56.0,9576,6,7,1945,1950,0.0,3,3,2.0,3.0,1.0,3.0,3,3,1,3,3,0,1945.0,1.0,0,0,0,0,0,0,5,2006,1952.0,1.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,120000
884,2391,60,82.0,9942,9,5,2005,2006,385.0,5,3,5.0,4.0,4.0,8.0,5,3,1,5,3,1,2005.0,2.0,194,84,0,0,0,0,5,2006,3697.0,3.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,338500
885,154,30,65.0,7898,4,7,1920,1994,0.0,3,3,3.0,3.0,1.0,1.0,4,2,1,3,3,0,1989.0,2.0,0,0,0,0,0,0,4,2010,1561.0,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,105000
886,999,60,57.0,21872,7,5,1996,1997,0.0,3,3,4.0,3.0,5.0,8.0,5,3,1,3,3,1,1996.0,2.0,264,22,0,0,0,0,8,2008,2175.0,3.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,175000
887,1400,60,83.0,10005,7,5,1977,1977,299.0,3,3,4.0,3.0,1.0,4.0,5,4,1,3,3,1,1977.0,2.0,288,117,0,0,0,0,3,2008,3182.0,2.5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,192000
888,2807,60,41.0,12393,7,5,2004,2005,0.0,4,3,4.0,3.0,1.0,1.0,5,4,1,4,3,1,2004.0,2.0,100,48,0,0,0,0,9,2006,2795.0,2.5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,195000
889,516,60,75.0,9000,8,5,2008,2008,0.0,4,3,4.0,3.0,1.0,1.0,5,3,1,4,3,0,2008.0,2.0,0,30,0,0,0,0,6,2009,2358.0,2.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,210000
890,1753,60,63.0,7875,7,5,2003,2003,16.0,4,3,4.0,3.0,1.0,1.0,5,4,1,4,3,1,2003.0,2.0,0,48,0,0,0,0,7,2007,2795.0,2.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,211000
891,734,50,50.0,6000,4,6,1936,1950,0.0,3,3,3.0,3.0,1.0,4.0,3,3,1,3,3,0,1936.0,1.0,0,0,0,0,0,0,7,2009,1996.0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,128000
892,1209,20,100.0,10175,6,5,1964,1964,272.0,3,3,3.0,3.0,1.0,4.0,4,3,1,3,3,1,1964.0,2.0,0,0,0,407,0,0,7,2008,2850.0,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,180500
