lot_shape,utilities,land_slope,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,heating_qc,electrical,kitchen_qual,functional,garage_finish,garage_qual,garage_cond,paved_drive,overall_qual,overall_cond,saleprice
1,10,3,3,3,1,1,1,1,1,3,5,4,10,2,3,3,5,5,5,126000
1,10,3,4,4,3,4,2,2,2,4,5,3,10,2,3,3,1,4,8,114000
1,10,3,4,4,3,4,2,2,2,3,5,4,10,2,3,3,1,4,4,87500
2,10,3,4,3,6,4,3,8,2,5,5,5,10,5,3,3,5,8,5,349265
2,10,3,4,3,5,4,5,4,3,5,5,4,10,3,3,3,5,8,5,203000
2,10,3,4,3,5,4,2,8,2,5,5,4,10,3,3,3,5,7,5,189000
2,10,3,4,3,5,4,2,8,2,5,5,4,10,3,3,3,5,7,5,209000
1,10,3,3,3,3,5,3,2,2,4,4,5,10,2,3,3,5,6,7,160000
2,10,3,3,3,3,4,5,6,2,3,5,3,10,3,3,3,5,5,5,129000
1,10,2,3,3,5,4,4,6,2,4,5,3,10,3,3,3,5,5,5,170000
1,10,3,3,3,4,4,2,2,2,3,5,4,10,2,4,3,2,5,6,90350
1,10,3,3,3,4,4,2,2,2,2,3,3,10,1,1,1,1,6,5,79000
1,10,3,3,3,4,4,2,6,2,3,5,3,10,2,3,3,5,5,7,149900
1,10,3,3,3,5,4,2,3,6,3,5,3,10,2,3,3,5,5,5,123000
1,10,3,3,3,4,3,2,2,2,2,5,3,6,2,2,2,1,4,2,87000
1,10,3,3,3,4,4,4,6,2,3,5,3,10,5,3,3,5,6,6,171000
1,10,3,3,3,4,4,2,4,2,3,4,3,10,2,3,3,5,6,5,119000
1,10,3,3,3,4,4,2,4,2,3,5,3,10,2,3,3,5,5,5,132500
1,10,3,3,4,4,4,2,2,2,2,5,4,10,2,3,3,5,8,7,161000
2,10,3,4,3,5,4,3,8,2,5,5,4,10,5,3,3,5,9,5,274000
1,10,3,3,3,4,4,2,6,2,3,5,3,10,2,3,3,5,5,5,125000
1,10,3,3,3,4,4,2,2,2,3,5,3,10,1,1,1,1,5,6,98500
1,10,3,4,3,5,4,2,8,2,5,5,4,10,3,3,3,5,8,5,262000
2,10,3,3,3,4,4,2,6,4,3,5,3,10,2,3,3,5,5,7,134900
1,10,3,3,4,4,4,5,4,2,4,5,3,10,3,3,3,2,5,6,170000
1,10,3,3,3,4,4,2,2,2,3,5,3,10,2,3,3,1,6,8,135000
2,10,3,4,3,5,4,2,6,2,5,5,4,10,3,3,3,5,6,5,290000
1,10,3,4,3,5,4,2,2,2,5,5,4,10,3,3,3,5,7,6,173500
1,10,2,3,4,4,5,2,8,2,5,5,5,10,2,3,3,5,5,8,225000
2,10,3,3,3,4,4,2,6,2,3,5,3,10,3,3,3,5,5,5,140500
1,10,3,3,3,5,4,2,8,2,4,5,3,10,2,3,3,5,5,5,126000
1,10,3,4,3,5,4,2,8,2,5,5,4,10,2,3,3,5,8,5,170000
3,10,3,3,3,5,4,2,6,2,5,5,3,10,2,3,3,5,5,5,156000
2,10,3,3,3,4,4,5,4,2,3,5,3,10,3,3,3,5,5,6,207500
1,10,3,4,3,5,4,4,8,2,5,5,4,10,5,3,3,5,8,5,255000
1,10,3,3,3,5,4,5,8,2,3,5,3,10,3,3,3,5,4,6,94900
1,10,3,3,3,4,4,2,3,2,3,5,3,10,3,3,3,5,5,6,140000
1,10,2,3,3,4,3,3,2,2,4,4,3,10,2,3,3,1,3,5,96900
2,10,3,3,3,4,4,3,4,3,5,5,3,10,3,3,3,5,5,6,154000
2,10,3,4,4,4,4,2,2,2,5,5,4,10,2,3,3,5,8,9,184900
1,10,3,5,3,6,4,4,8,2,5,5,5,10,5,3,3,5,10,5,385000
1,10,3,3,3,4,4,2,6,2,5,5,3,10,2,3,3,5,4,6,106500
1,10,3,4,3,5,4,3,8,2,5,5,4,10,3,3,3,5,8,5,327000
1,10,3,5,3,6,4,5,8,2,5,5,5,10,5,3,3,5,9,5,468000
1,10,3,3,2,4,4,2,2,2,3,4,3,10,2,2,3,5,6,6,135000
1,10,3,4,3,5,4,2,2,2,5,5,3,10,2,3,3,5,6,5,142500
1,10,3,3,3,4,4,2,2,2,5,5,3,10,2,3,3,5,5,6,141000
1,10,3,3,3,5,4,5,8,2,3,5,3,10,1,1,1,1,5,7,107500
2,10,3,3,3,4,4,2,6,2,3,5,3,10,2,3,3,5,5,6,108500
2,10,3,3,3,5,4,2,6,2,5,5,4,10,5,3,3,5,6,5,150000
1,10,3,3,3,3,3,2,2,2,2,5,3,10,1,1,1,1,3,5,78000
1,10,3,4,3,5,4,2,2,2,5,5,4,10,3,3,3,5,8,5,235128
3,10,1,3,3,5,4,5,8,2,3,5,4,10,2,3,3,5,7,5,302000
2,10,3,3,3,4,4,2,3,6,3,5,3,6,5,3,3,5,5,6,163000
1,10,2,3,4,1,1,1,1,1,3,5,3,7,2,3,3,1,3,6,84900
1,10,3,3,3,4,4,2,6,3,3,5,3,10,2,3,3,5,6,5,147000
1,10,3,4,3,4,4,2,6,2,5,5,5,6,2,2,2,5,7,8,155000
2,10,3,3,3,5,4,2,6,2,3,5,3,10,5,4,4,5,7,5,180000
1,10,3,2,2,1,1,1,1,1,2,5,2,5,1,1,1,1,4,5,55000
2,10,3,4,3,6,4,4,8,2,5,5,4,10,5,3,3,5,7,5,187500
1,10,3,3,3,4,4,4,6,2,5,5,3,10,2,3,3,5,6,6,125000
2,10,3,4,3,5,4,2,3,2,4,5,4,10,5,2,3,5,7,7,250000
1,10,3,3,3,4,5,2,2,2,3,4,3,10,2,2,3,2,5,6,78000
1,10,3,3,3,4,4,2,2,2,4,4,3,10,1,1,1,1,4,6,118000
1,10,3,5,3,6,4,2,2,2,5,5,4,10,5,3,3,5,8,5,318000
2,10,3,4,3,5,4,2,8,2,5,5,4,10,3,3,3,5,8,5,215000
1,10,3,3,3,3,4,2,2,2,3,4,3,7,1,1,1,1,4,4,72000
1,10,3,3,3,5,4,2,6,2,3,5,3,10,5,3,3,5,6,5,180000
2,10,3,3,3,5,3,2,6,2,3,5,3,6,5,3,3,5,6,5,184000
1,10,3,3,3,4,4,2,6,2,5,5,3,10,3,3,3,5,5,6,124500
1,10,3,3,3,4,4,2,2,2,3,5,3,10,2,3,3,5,5,5,135000
1,10,3,3,3,4,4,2,6,2,5,5,4,10,2,3,3,5,6,7,164900
1,10,3,3,3,4,4,2,2,2,3,5,3,10,2,3,3,5,7,5,140000
1,10,3,3,3,4,4,2,2,2,4,5,3,10,3,3,3,5,5,6,128000
2,10,3,3,3,5,4,5,6,2,5,5,3,10,5,3,3,5,6,8,153000
1,10,3,4,3,5,5,2,2,2,5,5,3,10,2,2,2,1,6,8,127500
1,10,3,3,4,4,4,2,4,3,4,5,4,10,3,3,3,5,5,8,141500
2,10,3,4,3,6,4,4,8,2,5,5,4,10,3,3,3,5,8,5,325000
1,10,3,3,3,5,4,2,2,2,5,5,4,10,3,3,3,5,7,6,188500
1,10,3,4,3,5,4,2,8,2,4,5,4,10,5,3,3,5,6,5,185000
1,10,3,3,3,5,5,2,8,2,5,5,4,10,1,1,1,5,6,5,146000
1,10,3,3,3,4,4,2,2,2,5,5,5,10,2,3,3,1,6,7,119000
1,10,3,3,3,4,4,2,2,2,3,5,3,10,2,3,3,5,5,5,112000
2,10,3,4,3,5,4,2,8,2,5,5,4,10,5,3,3,5,8,5,197000
2,10,3,4,3,6,5,2,8,2,4,5,5,10,3,3,3,5,9,5,412083
2,10,3,4,3,5,4,2,8,2,5,5,4,10,3,3,3,5,8,5,271000
1,10,3,4,3,5,4,2,8,2,5,5,4,10,3,3,3,5,7,5,200000
2,10,3,3,3,5,4,5,8,3,3,5,4,10,5,3,3,5,7,6,174000
1,10,3,3,3,4,4,2,4,3,3,5,3,10,2,3,3,5,5,5,156500
2,10,3,4,3,6,4,2,6,2,5,5,3,10,5,3,3,5,6,5,204000
2,10,3,3,3,4,4,2,2,2,4,5,4,10,2,3,3,5,5,6,149350
2,10,3,3,3,4,4,2,4,2,4,5,3,10,3,3,3,5,5,6,137000
2,10,3,4,3,5,4,4,6,2,5,5,4,10,5,3,3,5,7,5,222500
2,10,3,4,3,5,4,4,2,2,5,5,4,10,5,3,3,5,6,5,166000
1,10,3,3,3,4,4,2,4,2,3,5,3,10,1,1,1,2,5,7,109500
2,10,3,3,3,1,1,1,1,1,3,5,3,5,2,2,3,5,4,5,122000
1,10,3,3,3,4,4,2,2,2,4,5,3,10,2,2,3,1,5,6,99900
1,10,3,4,3,5,4,4,8,2,5,5,4,10,3,3,3,5,8,5,249700
1,10,3,3,4,4,4,2,2,2,5,5,4,10,2,3,3,5,6,8,158500
2,10,3,3,3,4,4,3,8,2,5,5,4,10,1,1,1,5,6,5,139500
2,10,3,4,3,5,4,4,8,4,5,5,4,10,2,3,3,5,6,5,202000
1,10,3,3,3,4,4,2,2,2,5,5,3,10,5,3,3,5,5,5,145000
1,10,3,3,3,5,4,4,8,2,3,5,3,10,2,2,3,5,4,4,108959
2,10,1,3,3,4,4,4,4,3,3,5,3,7,2,3,3,1,5,5,160000
1,10,3,3,3,4,4,2,2,2,3,5,3,10,2,3,3,5,5,5,128600
1,10,3,3,3,5,4,2,2,2,3,5,3,10,3,3,3,5,7,7,197900
2,10,3,4,3,6,4,5,8,2,3,5,3,10,3,3,3,5,7,5,172000
2,10,3,3,3,5,4,4,3,4,3,5,3,10,3,3,3,5,5,4,130000
2,10,3,4,3,6,4,3,8,2,5,5,4,10,3,3,3,5,6,5,195000
1,10,2,3,3,4,4,2,2,2,5,4,3,10,3,3,3,1,5,5,113000
1,10,3,4,3,6,4,2,2,2,5,5,4,10,3,3,3,5,8,5,209000
2,10,3,3,3,5,4,5,8,6,5,5,4,7,5,3,3,5,7,5,213500
1,10,3,3,3,4,4,2,3,2,3,4,3,10,2,3,3,5,5,5,126000
1,10,3,3,3,4,4,2,2,2,2,5,3,10,2,3,3,5,6,5,127500
1,10,3,5,3,6,4,5,8,2,5,5,5,10,3,3,3,5,9,5,334000
2,10,3,3,3,4,4,2,4,2,3,5,3,10,3,3,3,5,6,5,157000
1,10,3,3,3,4,4,2,6,4,4,5,3,10,2,3,3,5,5,5,125500
1,10,3,4,3,5,4,4,8,2,5,5,4,10,5,3,3,5,7,5,189000
2,10,3,3,3,5,4,4,8,2,5,5,4,10,2,3,3,5,7,5,173000
2,10,3,4,2,5,4,5,6,4,4,5,4,5,3,3,3,5,7,4,260000
2,10,3,4,3,5,4,4,8,2,5,5,4,10,3,3,3,5,8,5,212000
2,10,3,4,3,5,4,4,8,2,5,5,3,10,2,3,3,5,5,5,148000
2,10,3,3,3,4,4,2,2,2,3,5,3,10,2,3,3,5,6,5,136300
2,10,3,3,3,5,4,2,8,3,5,5,3,10,3,3,3,1,5,5,190000
1,10,3,3,2,3,4,2,2,2,3,4,3,10,2,2,1,1,5,5,139500
1,10,3,4,3,5,4,2,2,2,5,5,4,10,5,3,3,5,7,5,162000
1,10,3,3,3,4,4,2,2,2,4,5,3,10,2,3,3,2,4,5,100000
2,10,3,3,3,4,4,2,6,2,5,5,3,10,3,3,3,5,5,7,126500
2,10,3,4,3,4,4,5,2,6,5,5,4,10,5,3,3,5,7,5,301000
2,10,3,3,4,5,4,2,8,2,5,5,4,10,3,3,3,5,6,5,204750
1,10,3,3,3,1,1,1,1,1,2,3,3,10,2,3,3,5,4,5,90000
1,10,3,3,3,4,4,2,3,2,3,2,3,10,2,3,3,5,5,5,130000
1,10,3,3,3,5,3,3,6,3,5,5,3,10,3,3,3,5,5,5,155000
1,10,3,3,3,4,4,2,4,2,3,4,3,10,2,3,3,5,5,6,155000
1,10,3,3,3,4,4,3,4,2,5,5,3,10,2,3,3,5,5,4,131500
1,10,3,3,3,4,4,4,4,2,5,5,3,10,3,3,3,5,6,6,153000
1,10,3,4,3,6,4,2,8,2,5,5,4,10,3,3,3,5,8,5,306000
1,10,3,4,3,6,5,2,8,2,5,5,5,10,5,3,3,5,9,5,332200
2,10,3,4,3,5,4,5,8,2,5,5,4,10,3,3,3,5,8,5,293077
1,10,3,3,4,4,4,2,6,2,5,5,3,10,2,2,3,5,4,7,128000
1,10,3,3,4,4,4,3,2,2,4,4,4,10,2,3,3,5,6,7,152000
1,10,3,3,3,4,4,2,2,2,3,4,3,10,1,1,1,5,4,4,135000
1,10,3,3,3,4,4,3,2,2,3,5,2,10,2,2,3,1,6,4,117500
1,10,3,3,3,4,4,2,3,2,3,5,3,10,2,3,3,5,6,6,127500
2,10,3,4,3,5,4,5,6,3,4,5,4,10,3,3,3,5,8,5,373000
1,10,3,3,4,4,4,2,8,2,5,5,3,10,1,1,1,5,6,9,98000
2,10,3,3,3,5,4,2,8,2,5,5,4,10,3,3,3,5,7,6,203135
1,10,3,4,3,5,4,2,2,2,5,5,4,10,3,3,3,5,7,5,191000
2,10,3,3,3,1,1,1,1,1,3,5,3,10,3,3,3,5,5,5,98000
1,10,3,3,3,5,5,5,8,2,3,5,3,10,1,1,1,5,5,5,179000
2,10,3,4,3,6,4,4,8,2,5,5,4,10,5,3,3,5,8,5,245000
1,10,3,4,3,6,4,2,2,8,5,5,4,4,5,3,3,5,7,5,213250
1,10,3,3,3,1,1,1,1,1,3,5,3,10,2,2,3,1,4,6,89900
2,10,3,3,3,5,4,2,2,2,4,5,3,10,5,3,3,5,7,5,185000
1,10,3,3,3,4,4,2,6,2,3,5,3,10,2,3,3,5,6,6,113500
1,10,3,3,2,4,4,3,2,2,2,2,3,10,2,2,3,1,3,3,68000
2,10,3,4,3,6,4,2,2,2,5,5,4,10,5,3,3,5,7,5,201000
1,10,3,4,3,5,4,2,8,2,4,5,4,10,3,3,3,5,7,5,226700
3,10,3,5,3,6,4,4,8,2,5,5,5,10,5,3,3,5,10,5,500067
2,10,3,4,3,5,4,4,2,2,5,5,4,10,5,3,3,5,7,5,201490
1,10,2,3,3,5,4,2,8,2,5,5,3,10,2,3,3,5,5,7,155000
2,10,3,3,4,5,4,4,8,2,4,5,4,10,2,3,3,5,5,7,145000
2,10,3,3,3,3,3,3,2,2,5,5,3,10,5,3,2,5,6,8,128000
2,10,3,3,3,5,4,2,8,2,5,5,3,10,3,3,3,5,6,5,187000
1,10,3,3,3,5,4,5,8,2,4,5,3,10,5,3,3,5,6,5,145500
1,10,3,3,3,4,4,2,2,2,2,2,3,10,2,3,3,1,4,6,75000
2,10,3,4,3,5,4,3,8,2,5,5,4,10,3,3,3,5,7,5,217000
2,10,3,4,3,5,4,2,8,2,5,5,4,10,5,3,3,5,7,5,220000
1,10,3,3,3,4,4,2,3,2,4,5,3,6,3,3,3,5,6,5,165150
2,10,2,3,3,5,5,5,8,2,3,5,3,10,2,3,2,5,6,6,147000
1,10,3,4,3,5,4,5,8,2,5,5,4,10,5,3,3,5,7,5,203000
2,10,3,3,3,4,4,2,3,2,4,5,4,10,3,3,3,5,5,5,165500
1,10,3,3,3,4,4,2,4,2,3,3,3,10,1,1,1,1,3,3,67000
1,10,2,3,3,4,4,5,4,3,4,5,4,10,3,3,3,5,6,8,187000
1,10,3,4,3,5,4,2,8,2,5,5,4,10,2,3,3,5,6,5,180000
1,10,3,3,3,4,4,2,4,2,4,5,3,10,2,3,3,2,6,7,146500
1,10,3,4,3,4,4,5,8,2,5,5,4,10,3,3,3,5,7,5,270000
1,10,3,3,3,5,4,4,8,2,5,5,4,10,2,3,3,5,6,6,147000
1,10,3,3,3,4,4,2,6,3,3,5,3,10,2,3,3,5,6,8,132000
1,10,3,2,3,4,4,2,6,3,5,5,3,10,5,3,3,5,4,6,105000
1,10,3,3,2,4,3,2,3,2,5,5,2,10,1,1,1,1,5,6,135900
3,10,2,5,3,5,4,5,6,2,5,5,5,5,5,3,3,5,8,5,538000
1,10,3,4,3,5,5,2,2,2,5,5,4,10,1,1,1,5,7,5,147000
2,10,3,4,3,6,4,2,8,2,5,5,5,10,5,3,3,5,9,5,325000
1,10,3,4,3,4,4,2,2,2,4,5,3,10,2,3,3,5,5,6,124000
2,10,3,3,3,4,4,2,4,2,3,5,3,10,2,3,3,5,5,6,137000
1,10,3,3,3,4,4,2,2,2,3,5,4,6,2,3,3,5,4,5,142900
1,10,3,3,3,4,4,2,8,6,5,5,4,10,2,3,3,5,5,7,147000
2,10,3,3,3,4,4,2,2,2,3,5,3,10,3,3,3,5,5,5,128000
2,10,3,3,3,4,4,2,2,2,5,5,3,10,2,3,3,5,7,6,144000
2,10,3,4,3,5,4,3,8,2,5,5,4,10,3,3,3,5,8,5,205000
1,10,3,3,4,4,4,2,4,2,5,5,3,10,5,3,3,5,5,7,167000
1,10,3,3,3,4,4,2,2,2,5,5,3,10,2,3,3,5,5,6,66500
2,10,3,4,3,5,4,2,2,8,5,5,4,10,5,3,3,5,8,5,315000
2,10,3,4,3,5,4,2,2,2,5,5,4,10,5,3,3,5,7,5,155835
2,10,3,4,3,5,4,2,8,2,5,5,4,10,3,3,3,5,8,5,239500
2,10,3,4,3,6,5,4,8,2,5,5,5,10,5,3,3,5,9,5,300000
1,10,3,4,3,5,4,4,8,2,5,5,4,10,5,3,3,5,8,5,282000
1,10,3,3,3,4,4,2,2,2,3,5,3,10,3,3,3,5,5,5,120000
2,10,1,3,3,5,4,5,2,8,5,5,3,5,2,3,3,5,7,7,241500
2,10,3,5,3,5,4,2,8,2,5,5,5,10,5,3,3,5,9,5,336860
1,10,3,3,3,4,3,2,2,2,2,5,3,10,2,3,2,2,3,4,91000
3,10,3,4,3,5,4,2,2,2,5,5,4,10,5,3,3,5,8,5,207500
2,10,2,4,3,6,4,5,8,2,5,5,5,10,5,3,3,5,7,5,250000
1,10,3,4,3,5,4,4,8,2,5,5,4,10,5,3,3,5,7,5,167240
2,10,3,4,3,5,4,2,8,2,5,5,4,10,3,3,3,5,7,5,178000
1,10,3,3,3,4,4,2,4,3,3,5,3,10,5,3,3,5,6,5,127000
2,10,3,3,3,4,4,2,8,2,4,5,3,10,3,3,3,5,6,6,218500
2,10,3,3,3,4,4,2,6,2,5,4,3,10,2,3,3,5,4,7,135750
1,10,3,4,3,5,4,2,8,2,5,5,4,10,3,3,3,5,7,5,214000
2,10,3,4,3,5,5,2,8,2,5,5,4,10,5,3,3,5,8,5,257000
1,10,3,3,4,4,4,2,3,2,5,5,3,10,2,3,3,5,6,7,157000
1,10,3,3,3,4,4,3,3,2,3,5,3,10,2,3,3,1,5,6,102000
2,10,3,3,4,5,4,2,6,2,5,5,3,10,2,3,3,5,5,7,163500
2,10,3,4,3,5,4,5,8,2,5,5,4,10,3,3,3,5,7,5,204000
1,10,3,3,3,4,4,2,3,2,5,5,3,7,2,3,3,5,5,5,103500
1,10,3,2,3,4,3,2,2,2,5,4,2,10,1,1,1,1,6,7,200000
1,10,3,3,3,4,4,2,3,2,3,5,3,10,2,3,3,5,5,5,118000
1,10,3,4,3,5,4,4,8,2,5,5,4,10,3,3,3,5,7,5,235000
1,10,3,3,3,4,4,4,6,2,3,5,3,10,2,3,3,5,5,6,132500
1,10,3,4,3,5,4,2,2,2,5,5,4,10,3,3,3,5,8,5,221300
1,10,3,4,3,5,4,4,8,2,5,5,4,10,3,3,3,5,7,5,190000
2,10,3,4,3,5,4,2,8,2,5,5,4,10,5,3,3,5,7,5,222000
1,10,3,4,4,5,4,4,8,2,3,5,5,10,5,3,3,5,7,8,335000
1,10,3,4,3,5,4,2,2,2,5,5,4,10,5,3,3,5,8,5,257500
2,10,3,4,3,5,4,2,2,2,5,5,5,10,5,3,3,5,9,5,264132
1,10,3,3,3,4,4,2,6,2,5,5,4,10,5,3,3,5,5,7,130000
1,10,3,3,3,4,4,2,2,2,5,5,3,10,2,3,3,1,5,7,137000
1,10,3,3,3,4,4,2,2,2,3,4,3,10,3,3,3,5,5,7,99500
2,10,3,3,3,5,4,4,8,2,3,5,3,10,5,3,3,5,5,5,160250
1,10,3,4,3,5,4,2,2,2,5,5,4,4,2,3,3,5,7,5,130000
1,10,3,3,3,4,4,2,2,2,5,5,3,10,2,2,2,1,5,7,75200
1,10,3,3,4,5,4,4,3,8,5,5,3,10,5,3,3,5,6,5,131250
2,10,3,3,3,4,4,5,8,2,3,5,3,10,2,3,3,5,6,6,148000
2,10,3,3,3,4,4,2,3,2,4,5,3,10,2,3,3,5,5,5,124100
2,10,3,5,3,4,4,4,6,2,4,5,5,10,3,3,3,5,7,9,178400
2,10,3,3,3,5,4,5,8,2,3,5,3,10,1,1,1,1,4,3,150000
3,10,3,4,3,5,4,2,8,2,5,5,3,10,3,3,3,5,7,5,217000
2,10,3,4,3,5,5,2,2,2,5,5,4,10,5,3,3,5,8,5,252000
1,10,3,4,3,5,5,2,8,2,5,5,4,10,3,3,3,5,7,5,152000
1,10,3,3,3,4,4,2,2,2,5,4,3,10,2,3,3,5,7,8,132000
1,10,3,3,3,3,4,2,3,2,3,5,3,10,2,2,3,5,6,7,120000
2,10,3,5,3,6,5,4,8,2,5,5,5,10,3,3,3,5,9,5,338500
1,10,3,3,3,4,4,2,2,2,4,5,3,10,2,3,3,1,4,7,105000
3,10,3,3,3,5,4,5,8,2,5,5,3,10,2,3,3,5,7,5,175000
1,10,3,3,3,5,4,2,4,2,5,5,3,10,5,3,3,5,7,5,192000
3,10,3,4,3,5,4,2,2,2,5,5,4,10,5,3,3,5,7,5,195000
1,10,3,4,3,5,4,2,2,2,5,5,4,10,3,3,3,5,8,5,210000
1,10,3,4,3,5,4,2,2,2,5,5,4,10,5,3,3,5,7,5,211000
1,10,3,3,3,4,4,2,4,2,3,5,3,10,2,3,3,5,4,6,128000
2,10,3,3,3,4,4,2,4,2,4,5,3,10,3,3,3,5,6,5,180500
1,10,3,3,3,4,4,2,2,2,3,5,3,6,2,3,3,5,5,5,90000
1,10,3,3,3,4,4,2,2,3,3,5,3,10,2,3,3,5,5,7,138500
1,10,3,4,3,5,4,2,2,2,5,5,4,10,5,3,3,5,7,5,169985
1,10,3,3,3,4,4,2,8,2,3,5,3,10,3,3,3,5,5,4,146000
3,10,3,4,3,5,4,2,4,8,5,5,4,10,2,3,3,5,7,5,228000
1,10,3,3,3,4,4,2,4,3,4,4,4,10,3,3,3,5,5,6,159000
1,10,3,4,3,5,4,3,2,2,4,5,4,10,3,3,3,5,8,5,266000
1,10,3,3,4,4,4,2,2,2,5,5,4,10,2,3,3,5,5,7,139000
1,10,3,3,3,4,4,4,6,2,3,2,3,10,1,1,1,5,4,5,91900
1,10,3,4,3,5,4,2,8,2,5,5,4,10,3,3,3,5,8,5,212999
2,10,3,4,3,6,4,5,8,2,5,5,4,10,5,3,3,5,9,5,326000
2,10,3,4,3,5,4,2,2,2,5,5,4,10,5,3,3,5,6,5,179000
2,10,3,4,3,6,4,5,8,2,5,5,4,10,5,3,3,5,8,5,294000
1,10,3,3,3,4,4,2,3,2,3,5,3,10,2,3,3,5,6,6,97000
1,10,3,4,3,5,5,3,8,2,5,5,4,10,3,3,3,5,7,5,239799
1,10,3,3,3,4,4,3,4,2,3,5,3,7,2,3,3,5,5,6,161000
1,10,3,4,3,5,4,4,8,2,5,5,4,10,5,3,3,5,6,5,136500
1,10,3,3,3,4,4,2,6,2,4,5,4,10,2,3,3,5,6,8,118000
1,10,3,3,3,4,4,2,6,2,3,5,3,10,2,3,3,5,4,6,129500
1,10,3,4,4,4,4,2,2,2,4,5,5,10,2,3,3,5,7,7,205000
2,10,3,4,3,4,4,2,3,2,3,5,3,4,3,3,3,5,6,3,200624
1,10,3,4,3,6,4,3,2,2,5,5,4,10,3,3,3,5,8,5,322400
1,10,3,4,3,5,4,4,8,2,5,5,4,10,3,3,3,5,8,5,293200
2,10,3,5,3,6,4,2,8,2,5,5,5,10,3,3,3,5,9,5,266000
1,10,3,3,3,4,4,2,2,3,4,5,3,10,3,3,3,5,6,5,172500
1,10,3,3,3,4,4,2,2,2,3,5,3,10,2,3,3,5,5,6,124900
1,10,3,3,3,4,4,2,2,2,3,4,4,10,2,2,3,5,6,6,149000
1,10,3,4,3,5,4,4,8,2,5,5,4,10,3,3,3,5,7,5,185500
1,10,3,4,3,5,4,2,8,2,5,5,4,10,2,3,3,5,8,5,220000
1,10,3,4,3,5,4,4,2,2,5,5,4,10,5,3,3,5,8,5,225000
2,10,3,3,3,4,4,2,2,2,5,4,4,10,2,3,3,5,6,5,124000
1,10,3,3,3,1,1,1,1,1,2,4,3,10,2,3,3,5,3,4,92900
1,10,3,3,2,4,4,2,2,2,3,5,3,10,2,2,3,2,5,5,126500
2,10,3,3,3,4,4,2,4,2,3,5,3,10,2,3,3,5,4,5,111250
1,10,3,4,3,5,4,2,2,2,5,5,4,10,5,3,3,5,8,5,248000
1,10,3,3,3,4,4,2,2,2,5,5,3,10,2,3,3,5,5,5,136870
1,10,3,4,3,5,4,4,8,2,5,5,4,10,5,3,3,5,6,5,133000
1,10,3,3,3,4,4,2,4,2,3,5,3,10,2,3,3,5,5,5,135000
1,10,3,3,3,5,4,3,3,2,3,5,3,10,2,3,3,5,4,6,111900
1,10,3,3,4,4,4,2,3,4,3,5,3,10,2,3,3,5,5,7,140000
1,10,3,3,3,1,1,1,1,1,3,5,3,6,5,3,3,1,4,4,134432
2,10,3,5,3,6,4,5,8,2,5,5,5,10,5,3,3,5,10,5,455000
1,10,3,4,3,5,4,2,8,2,5,5,4,10,3,3,3,5,8,5,290000
3,10,3,4,3,5,4,5,8,2,5,5,4,10,3,3,3,5,7,5,235500
1,10,3,3,3,4,4,2,3,2,5,5,4,10,2,3,3,5,6,8,156500
2,10,3,3,3,5,4,2,2,2,5,5,3,10,3,3,3,5,6,5,172400
1,10,3,4,3,5,4,2,2,2,5,5,4,10,5,3,3,5,7,5,182000
2,10,3,5,3,6,4,5,8,2,5,5,4,10,3,3,3,5,9,5,372397
4,10,3,4,3,5,4,2,2,2,5,5,4,10,5,3,3,5,6,5,260000
1,10,3,3,3,4,4,2,2,2,5,4,4,10,1,1,1,1,5,4,72000
1,10,3,2,2,4,3,2,2,2,5,3,3,10,1,1,1,1,3,3,82375
2,10,3,3,3,4,4,2,2,2,3,5,3,10,3,3,3,5,6,6,158000
1,10,3,3,3,4,4,2,4,8,3,5,3,7,2,3,3,5,5,5,127000
1,10,2,4,3,5,4,5,8,2,5,5,4,10,3,4,4,5,7,5,270000
2,10,2,4,3,5,4,5,8,2,5,5,4,6,5,4,3,5,8,8,316600
2,10,3,3,3,4,4,4,6,2,4,5,5,10,3,3,3,5,6,7,177000
2,10,3,4,3,5,4,3,6,4,4,5,4,10,3,3,3,5,7,7,271900
1,10,3,3,3,5,4,3,2,2,3,5,3,10,5,3,3,5,5,6,115000
1,10,3,3,4,4,3,2,2,2,2,5,3,10,1,1,1,5,8,5,122000
2,10,3,4,3,5,4,2,2,2,4,5,4,10,5,4,4,5,8,5,315000
2,10,3,4,3,5,4,4,2,2,5,5,4,10,3,3,3,5,7,5,213500
1,10,3,3,3,1,1,1,1,1,3,3,3,10,2,3,3,5,5,7,109500
1,10,3,3,3,4,4,2,6,4,5,5,3,10,2,3,3,5,5,5,115000
1,10,3,4,3,5,4,2,2,2,5,5,4,10,3,3,3,5,7,5,176400
2,10,3,3,3,4,4,2,2,2,4,5,4,10,3,3,3,5,6,7,185750
2,10,3,4,3,5,4,3,8,2,5,5,4,10,5,3,3,5,8,5,230000
1,10,3,3,3,4,4,2,2,2,5,5,3,10,1,1,1,5,4,5,90000
1,10,3,3,4,5,4,4,6,2,5,5,3,10,2,3,3,5,5,7,129500
1,10,3,3,3,4,4,4,4,2,5,5,3,10,5,3,3,5,6,6,153000
1,10,3,4,3,5,4,4,8,2,5,5,4,10,3,3,3,5,6,5,173733
1,10,3,3,3,5,4,2,2,2,5,5,3,10,1,1,1,5,6,5,146000
