,bedroom_abvgr,year_remod/add,overall_cond,house_style,garage_cars,lot_area,neighborhood,bldg_type,total_sf,total_bath,saleprice
641,3,2002,5,2Story,2.0,13450,CollgCr,1Fam,2777.0,2.5,200000
642,4,1977,5,1.5Fin,2.0,10125,Mitchel,Duplex,1734.0,2.0,126000
643,2,2003,8,2Story,1.0,8146,OldTown,1Fam,1444.0,1.0,114000
644,3,1950,4,2Story,2.0,9600,OldTown,1Fam,2187.0,2.0,87500
645,4,2005,5,2Story,3.0,12328,StoneBr,1Fam,3690.0,3.5,349265
646,3,2004,5,1Story,3.0,10141,SawyerW,1Fam,3024.0,2.0,203000
647,3,2001,5,1Story,2.0,8529,SawyerW,1Fam,2888.0,2.0,189000
648,3,2003,5,2Story,2.0,8127,Somerst,1Fam,2465.0,2.5,209000
649,3,1950,7,2Story,1.0,8400,OldTown,1Fam,2924.0,2.0,160000
650,2,1974,5,1Story,2.0,10751,Sawyer,1Fam,2074.0,1.0,129000
651,2,1975,5,1Story,2.0,10010,Mitchel,1Fam,2778.0,1.0,170000
652,2,2002,6,1Story,1.0,4280,Crawfor,1Fam,1134.0,1.0,90350
653,2,1950,5,1.5Fin,0.0,9600,Edwards,1Fam,1668.0,1.0,79000
654,3,1972,7,1Story,2.0,9800,CollgCr,1Fam,1788.0,1.0,149900
655,3,1971,5,1Story,2.0,7560,NAmes,1Fam,1728.0,1.0,123000
656,4,1950,2,2Story,3.0,9600,OldTown,1Fam,2869.0,2.0,87000
657,3,1977,6,SLvl,1.0,9880,Mitchel,1Fam,2214.0,1.0,171000
658,3,1950,5,1.5Fin,1.0,9600,NAmes,1Fam,2284.0,1.0,119000
659,3,1959,5,1Story,1.0,7931,NAmes,1Fam,2296.0,1.0,132500
660,3,1996,7,2Story,1.0,5100,OldTown,1Fam,2254.0,1.0,161000
661,3,2002,5,2Story,3.0,9720,CollgCr,1Fam,3304.0,2.5,274000
662,3,1967,5,1Story,1.0,8521,Sawyer,1Fam,1824.0,1.0,125000
663,4,1950,6,1Story,0.0,8741,Edwards,Duplex,2390.0,2.0,98500
664,2,1995,5,1Story,3.0,12461,NoRidge,1Fam,3248.0,2.0,262000
665,2,1979,7,1Story,2.0,6950,CollgCr,1Fam,1828.0,1.0,134900
666,2,1959,6,1Story,1.0,16905,Timber,1Fam,2678.0,1.5,170000
667,3,1991,8,2Story,1.0,7155,Crawfor,1Fam,2147.0,1.0,135000
668,4,1991,5,2Story,2.0,9205,NoRidge,1Fam,3613.0,2.5,290000
669,3,2007,6,1Story,2.0,7697,Gilbert,1Fam,2504.0,2.0,173500
670,3,2002,8,2Story,1.0,7800,Edwards,1Fam,2904.0,3.0,225000
671,2,1961,5,1Story,2.0,14357,NAmes,1Fam,2051.0,1.0,140500
672,3,1994,5,1Story,1.0,8775,CollgCr,1Fam,1980.0,1.0,126000
673,3,1999,5,2Story,2.0,2645,Somerst,Twnhs,2546.0,2.5,170000
674,3,1995,5,1Story,2.0,13568,CollgCr,1Fam,1980.0,1.0,156000
675,2,1997,6,1Story,1.0,16321,NAmes,1Fam,3084.0,1.0,207500
676,3,2007,5,2Story,2.0,8640,Somerst,1Fam,2688.0,2.5,255000
677,1,1973,6,SLvl,1.0,1596,MeadowV,Twnhs,1450.0,1.0,94900
678,3,1958,6,1Story,1.0,7315,NAmes,1Fam,2340.0,1.0,140000
679,2,1950,5,2Story,1.0,7614,OldTown,1Fam,2114.0,1.0,96900
680,3,1966,6,1Story,2.0,11000,NAmes,1Fam,2308.0,1.5,154000
681,3,1999,9,2Story,2.0,10337,OldTown,1Fam,2497.0,2.5,184900
682,2,2008,5,1Story,3.0,14803,NridgHt,1Fam,4162.0,2.0,385000
683,2,1950,6,1Story,1.0,8765,IDOTRR,1Fam,1902.0,1.0,106500
684,4,2000,5,2Story,3.0,12720,NoRidge,1Fam,4142.0,2.5,327000
685,2,2006,5,1Story,3.0,11128,Somerst,1Fam,4948.0,2.0,468000
686,3,1950,6,1.5Fin,1.0,5160,IDOTRR,1Fam,2870.0,1.0,135000
687,3,2005,5,1Story,2.0,13072,SawyerW,1Fam,2282.0,1.5,142500
688,4,1968,6,2Story,2.0,8814,NAmes,1Fam,2196.0,1.5,141000
689,3,1991,7,2Story,0.0,7000,Edwards,2fmCon,2464.0,1.0,107500
690,2,1979,6,1.5Fin,1.0,4484,SWISU,2fmCon,1954.0,1.0,108500
691,3,1994,5,2Story,2.0,9019,SawyerW,1Fam,1956.0,2.5,150000
692,2,1950,5,1.5Fin,0.0,8520,IDOTRR,1Fam,1152.0,1.0,78000
693,3,2008,5,1Story,3.0,11932,Somerst,1Fam,3160.0,2.0,235128
694,2,2002,5,1Story,2.0,115149,ClearCr,1Fam,3467.0,2.0,302000
695,2,2001,6,1Story,2.0,14330,CollgCr,1Fam,2422.0,2.0,163000
696,2,2007,6,1Story,1.0,8777,Edwards,1Fam,640.0,1.0,84900
697,3,1974,5,2Story,2.0,2308,NPkVill,TwnhsE,2177.0,2.5,147000
698,4,2005,8,2Story,1.0,2500,OldTown,1Fam,2736.0,1.5,155000
699,2,1990,5,1Story,2.0,8049,Timber,1Fam,2648.0,2.0,180000
700,3,1950,5,2Story,0.0,5600,IDOTRR,2fmCon,1092.0,2.0,55000
701,3,2003,5,SLvl,2.0,9590,Timber,1Fam,2014.0,2.0,187500
702,3,1976,6,SLvl,1.0,7200,Edwards,1Fam,2166.0,1.0,125000
703,3,1987,7,1.5Fin,1.0,11500,Crawfor,1Fam,3074.0,1.5,250000
704,2,1950,6,1Story,1.0,6756,OldTown,1Fam,1380.0,1.0,78000
705,3,1996,6,1.5Fin,0.0,11426,OldTown,2fmCon,2314.0,2.0,118000
706,3,2007,5,1Story,3.0,12030,NridgHt,1Fam,3388.0,2.0,318000
707,3,1994,5,2Story,2.0,9554,SawyerW,1Fam,2688.0,2.5,215000
708,2,1950,4,1Story,0.0,8534,IDOTRR,1Fam,1104.0,1.0,72000
709,3,1976,5,1Story,2.0,11361,NWAmes,1Fam,2716.0,2.0,180000
710,3,1986,5,1Story,2.0,12416,Timber,1Fam,3257.0,2.0,184000
711,3,1959,6,1Story,1.0,9600,NAmes,1Fam,2082.0,1.0,124500
712,4,1958,5,1Story,2.0,8267,NAmes,Duplex,3208.0,2.0,135000
713,3,1989,7,1.5Fin,1.0,6000,BrkSide,1Fam,2653.0,1.5,164900
714,3,1969,5,1Story,2.0,9600,NWAmes,1Fam,2328.0,1.5,140000
715,3,1958,6,1Story,1.0,7350,NAmes,1Fam,2082.0,1.0,128000
716,3,1978,8,SFoyer,2.0,7703,Sawyer,1Fam,1484.0,1.0,153000
717,3,1950,8,1.5Fin,1.0,4347,OldTown,1Fam,2405.0,1.0,127500
718,3,2006,8,1Story,1.0,9600,NAmes,1Fam,1909.0,1.0,141500
719,3,1995,5,2Story,2.0,12256,NoRidge,1Fam,4085.0,2.5,325000
720,2,1993,6,1Story,2.0,9547,NWAmes,1Fam,3188.0,2.0,188500
721,2,2006,5,1Story,2.0,7200,Somerst,1Fam,2524.0,2.0,185000
722,3,2006,5,1Story,0.0,13072,SawyerW,1Fam,2350.0,1.0,146000
723,3,2007,7,2Story,1.0,3600,OldTown,1Fam,1912.0,1.0,119000
724,3,1971,5,2Story,1.0,1680,BrDale,Twnhs,1932.0,2.5,112000
725,1,2005,5,1Story,2.0,3316,Somerst,TwnhsE,2494.0,1.5,197000
726,4,2006,5,2Story,3.0,16387,NridgHt,1Fam,4327.0,2.5,412083
727,3,2002,5,1Story,3.0,13265,Mitchel,1Fam,3257.0,2.0,271000
728,2,2003,5,1Story,2.0,3242,NridgHt,TwnhsE,2810.0,2.0,200000
729,3,1976,6,SLvl,2.0,8991,NWAmes,1Fam,2552.0,2.0,174000
730,3,1960,5,1Story,1.0,8000,NAmes,1Fam,2754.0,1.0,156500
731,3,1997,5,2Story,2.0,9303,Timber,1Fam,2628.0,2.5,204000
732,3,2006,6,1Story,1.0,8544,Sawyer,1Fam,2456.0,1.5,149350
733,2,1954,6,1Story,1.0,11425,NAmes,1Fam,2016.0,1.0,137000
734,3,1999,5,2Story,2.0,11404,CollgCr,1Fam,3184.0,2.5,222500
735,3,2007,5,2Story,2.0,8229,Gilbert,1Fam,2256.0,2.5,166000
736,2,1950,7,1Story,0.0,4485,OldTown,1Fam,1872.0,1.0,109500
737,2,1954,5,1Story,2.0,15635,Edwards,1Fam,1383.0,1.0,122000
738,2,1990,6,1Story,1.0,3153,OldTown,1Fam,1934.0,1.0,99900
739,3,2006,5,1Story,3.0,11096,Somerst,1Fam,3312.0,2.0,249700
740,3,2004,8,1Story,1.0,14000,Crawfor,1Fam,2244.0,1.0,158500
741,3,2005,5,1Story,0.0,7733,SawyerW,1Fam,2284.0,1.5,139500
742,2,2000,5,1Story,2.0,8098,Timber,1Fam,2784.0,2.0,202000
743,4,2005,5,1Story,2.0,8393,NAmes,Duplex,3338.0,2.0,145000
744,0,1969,4,SFoyer,2.0,12900,Sawyer,Duplex,2456.0,1.0,108959
745,3,1950,5,1Story,2.0,57200,Timber,1Fam,2434.0,1.0,160000
746,4,1958,5,1Story,2.0,8078,NAmes,Duplex,3120.0,2.0,128600
747,3,1976,7,2Story,2.0,12384,NWAmes,1Fam,2728.0,2.5,197900
748,2,1976,5,SFoyer,2.0,9927,NWAmes,1Fam,2130.0,1.0,172000
749,3,1977,4,1Story,1.0,16300,CollgCr,1Fam,1783.0,1.0,130000
750,3,2000,5,1Story,2.0,7915,Timber,1Fam,3341.0,2.0,195000
751,2,1954,5,1Story,2.0,21750,Mitchel,1Fam,1976.0,1.0,113000
752,3,2001,5,1Story,2.0,9116,Mitchel,1Fam,2982.0,2.0,209000
753,3,1989,5,SLvl,2.0,14419,Timber,1Fam,3124.0,2.5,213500
754,2,1951,5,1Story,2.0,13070,NAmes,1Fam,1743.0,1.0,126000
755,3,1956,5,1Story,2.0,9855,Edwards,1Fam,3125.0,1.0,127500
756,2,2007,5,1Story,2.0,8118,StoneBr,TwnhsE,3420.0,2.0,334000
757,2,1960,5,1Story,1.0,10920,NAmes,1Fam,2506.0,1.5,157000
758,2,1962,5,1Story,1.0,6600,NAmes,1Fam,1728.0,1.0,125500
759,3,2005,5,2Story,2.0,8199,CollgCr,1Fam,2184.0,2.5,189000
760,3,1991,5,SLvl,2.0,9947,Mitchel,1Fam,2405.0,2.0,173000
761,3,1974,4,SLvl,2.0,14330,Veenker,1Fam,4394.0,2.0,260000
762,3,2007,5,2Story,2.0,10769,CollgCr,1Fam,2634.0,2.5,212000
763,2,1996,5,SFoyer,2.0,8846,CollgCr,1Fam,1784.0,1.0,148000
764,3,1964,5,SLvl,2.0,10600,NAmes,1Fam,2308.0,2.0,136300
765,4,1977,5,1.5Fin,2.0,18890,Sawyer,Duplex,3981.0,3.0,190000
766,4,2006,5,2Story,2.0,9142,OldTown,2fmCon,2424.0,2.0,139500
767,3,2003,5,2Story,2.0,7750,Gilbert,1Fam,1980.0,2.5,162000
768,3,1950,5,1.5Fin,1.0,6060,IDOTRR,1Fam,1855.0,1.0,100000
769,3,2003,7,1Story,1.0,10172,Mitchel,1Fam,1738.0,1.0,126500
770,4,1987,5,2Story,2.0,10380,SawyerW,1Fam,4232.0,2.5,301000
771,3,1997,5,2Story,2.0,9337,CollgCr,1Fam,2610.0,2.5,204750
772,2,1950,5,1Story,2.0,7200,NAmes,Duplex,1040.0,2.0,90000
773,4,1960,5,2Story,2.0,9600,OldTown,2fmCon,3323.0,2.0,130000
774,4,1968,5,2Story,2.0,8640,NAmes,1Fam,2670.0,1.5,155000
775,3,1960,6,1Story,1.0,7931,NAmes,1Fam,2538.0,1.5,155000
776,3,1965,4,1Story,2.0,11625,Sawyer,2fmCon,2078.0,1.5,131500
777,3,1972,6,SLvl,1.0,9600,NAmes,1Fam,2676.0,1.0,153000
778,3,2008,5,1Story,3.0,11478,NridgHt,1Fam,3408.0,2.0,306000
779,1,2006,5,1Story,3.0,7740,NridgHt,TwnhsE,3372.0,2.0,332200
780,3,2008,5,1Story,3.0,9520,Timber,1Fam,3284.0,2.0,293077
781,2,1961,7,1Story,1.0,17199,NAmes,1Fam,1828.0,1.0,128000
782,3,2004,7,1Story,1.0,5400,OldTown,1Fam,2765.0,2.0,152000
783,4,1950,4,1.5Fin,0.0,10800,NAmes,1Fam,1912.0,1.5,135000
784,5,1950,4,2Story,1.0,9900,OldTown,1Fam,3218.0,2.0,117500
785,3,1950,6,1.5Fin,2.0,6000,OldTown,1Fam,2141.0,1.0,127500
786,2,1981,5,1Story,2.0,17778,Veenker,1Fam,4958.0,2.0,373000
787,3,2007,9,2Story,0.0,1477,MeadowV,Twnhs,1638.0,2.5,98000
788,3,2007,6,SLvl,2.0,19645,Crawfor,1Fam,2075.0,2.5,203135
789,2,1996,5,2Story,2.0,8750,CollgCr,1Fam,2596.0,2.5,191000
790,2,1956,5,1Story,1.0,7785,NAmes,1Fam,1014.0,1.0,98000
791,3,1988,5,1Story,0.0,10800,Edwards,Duplex,2400.0,3.0,179000
792,3,2006,5,1Story,2.0,9139,Somerst,1Fam,2854.0,2.0,245000
793,3,1999,5,1Story,2.0,10140,NWAmes,1Fam,3330.0,2.0,213250
794,1,1950,6,1Story,1.0,10122,OldTown,1Fam,869.0,1.0,89900
795,3,1998,5,2Story,2.0,10141,Gilbert,1Fam,2550.0,2.5,185000
796,3,1973,6,2Story,1.0,2205,BrDale,Twnhs,1617.0,1.5,113500
797,2,1950,3,1Story,2.0,10914,NAmes,1Fam,1430.0,1.0,68000
798,3,2003,5,1Story,2.0,9196,Mitchel,1Fam,3120.0,2.0,201000
799,3,2005,5,2Story,2.0,9803,Somerst,1Fam,2634.0,2.5,226700
800,2,2007,5,1Story,3.0,17169,NridgHt,1Fam,4610.0,2.5,500067
801,3,2005,5,2Story,2.0,9171,Gilbert,1Fam,2446.0,2.5,201490
802,3,1994,7,1Story,2.0,9750,CollgCr,1Fam,1980.0,1.0,155000
803,2,1978,7,SFoyer,2.0,8604,NAmes,Duplex,1882.0,1.0,145000
804,3,1999,8,2Story,2.0,6155,BrkSide,1Fam,1973.0,2.0,128000
805,3,2000,5,2Story,2.0,9487,Gilbert,1Fam,2605.0,2.5,187000
806,2,2006,5,SFoyer,2.0,3675,Edwards,TwnhsE,1619.0,1.0,145500
807,2,1950,6,1Story,1.0,10200,IDOTRR,1Fam,1144.0,1.0,75000
808,3,2006,5,1Story,3.0,11750,CollgCr,1Fam,3092.0,2.0,217000
809,3,2008,5,1Story,3.0,11896,Timber,1Fam,2682.0,2.0,220000
810,4,1972,5,2Story,2.0,10400,NWAmes,1Fam,2522.0,2.0,165150
811,3,1978,6,SLvl,2.0,10970,CollgCr,1Fam,1966.0,1.0,147000
812,3,1996,5,1Story,2.0,11883,CollgCr,1Fam,3008.0,2.0,203000
813,4,1959,5,1Story,2.0,10552,NAmes,1Fam,3098.0,1.5,165500
814,2,1950,3,1Story,0.0,8248,Edwards,1Fam,1728.0,1.0,67000
815,3,1993,8,2Story,2.0,9760,NAmes,1Fam,2673.0,2.5,187000
816,2,2000,5,2Story,2.0,2998,Somerst,TwnhsE,2268.0,2.5,180000
817,2,2005,7,1.5Fin,1.0,6821,Crawfor,1Fam,1949.0,2.0,146500
818,3,2000,5,1Story,2.0,11354,CollgCr,1Fam,3346.0,2.0,270000
819,2,1992,6,SFoyer,2.0,9069,SawyerW,1Fam,1932.0,1.0,147000
820,3,2004,8,1.5Fin,1.0,8064,NAmes,1Fam,2040.0,1.0,132000
821,2,1950,6,1.5Fin,1.0,5400,OldTown,1Fam,2214.0,1.0,105000
822,6,2000,6,2Story,0.0,5687,SWISU,2fmCon,2496.0,2.0,135900
823,4,2003,5,2Story,3.0,53504,StoneBr,1Fam,4929.0,3.5,538000
824,3,2006,5,1Story,0.0,7500,SawyerW,1Fam,2286.0,1.5,147000
825,2,2007,5,1Story,2.0,13173,NridgHt,1Fam,3304.0,2.0,325000
826,3,1993,6,1Story,1.0,9488,Sawyer,1Fam,2100.0,1.0,124000
827,3,1965,6,1Story,1.0,13526,Sawyer,1Fam,1870.0,1.0,137000
828,3,1950,5,1.5Fin,2.0,10410,OldTown,1Fam,2626.0,2.0,142900
829,2,2005,7,1Story,2.0,12000,OldTown,1Fam,2046.0,1.0,147000
830,2,1970,5,1Story,2.0,7830,NAmes,1Fam,2360.0,1.5,128000
831,3,1950,6,2.5Unf,1.0,8850,OldTown,1Fam,2505.0,1.0,144000
832,2,2006,5,1Story,2.0,7132,NridgHt,TwnhsE,2740.0,2.0,205000
833,3,1999,7,1Story,2.0,9937,Edwards,1Fam,2972.0,1.0,167000
834,3,1950,6,1.5Fin,1.0,5720,OldTown,1Fam,1807.0,1.5,66500
835,3,1993,5,2Story,3.0,12585,NoRidge,1Fam,4085.0,2.5,315000
836,3,2006,5,2Story,2.0,11103,CollgCr,1Fam,2184.0,2.5,155835
837,2,1996,5,1Story,2.0,8013,StoneBr,TwnhsE,3321.0,2.0,239500
838,2,2006,5,1Story,3.0,10872,NridgHt,1Fam,3035.0,2.0,300000
839,2,2002,5,1Story,3.0,11305,Timber,1Fam,3844.0,2.0,282000
840,3,1960,5,1Story,1.0,9100,NAmes,1Fam,2288.0,1.0,120000
841,2,2005,7,1Story,2.0,39104,ClearCr,1Fam,2748.0,1.0,241500
842,2,2008,5,1Story,3.0,10110,NridgHt,TwnhsE,3724.0,2.0,336860
843,3,1950,4,1Story,1.0,9786,IDOTRR,1Fam,2084.0,1.0,91000
844,2,2007,5,1Story,2.0,5330,Somerst,TwnhsE,3100.0,2.5,207500
845,2,2005,5,1Story,2.0,3811,Crawfor,TwnhsE,3240.0,2.0,250000
846,2,2006,5,1Story,2.0,3010,Blmngtn,TwnhsE,2496.0,2.0,167240
847,1,2005,5,1Story,2.0,3435,Somerst,TwnhsE,2480.0,2.0,178000
848,3,1963,5,1Story,1.0,10800,NWAmes,1Fam,2104.0,1.0,127000
849,4,1967,6,1Story,2.0,10456,NWAmes,1Fam,3658.0,2.0,218500
850,2,1956,7,1Story,1.0,8475,NAmes,1Fam,1904.0,1.0,135750
851,3,2009,5,1Story,2.0,8197,NAmes,1Fam,2960.0,2.0,214000
852,2,2006,5,1Story,2.0,10994,SawyerW,1Fam,3688.0,2.0,257000
853,3,2000,7,1.5Fin,1.0,6000,BrkSide,1Fam,2322.0,2.0,157000
854,2,1950,6,1Story,1.0,7288,IDOTRR,1Fam,1952.0,1.0,102000
855,2,2006,7,1Story,2.0,13360,Crawfor,1Fam,1840.0,1.0,163500
856,3,1999,5,1Story,2.0,10335,CollgCr,1Fam,2991.0,2.0,204000
857,2,1956,5,1Story,1.0,11767,Edwards,1Fam,2710.0,1.0,103500
858,8,1995,7,2.5Fin,0.0,10896,SWISU,2fmCon,4320.0,2.0,200000
859,3,1958,5,1Story,1.0,5400,SWISU,1Fam,1728.0,1.0,118000
860,3,2000,5,1Story,2.0,9100,CollgCr,1Fam,3050.0,2.0,235000
861,3,1962,6,SLvl,2.0,7728,NAmes,Duplex,2296.0,1.0,132500
862,3,2006,5,2Story,3.0,8778,Somerst,1Fam,3132.0,2.5,221300
863,3,2004,5,1Story,2.0,8487,CollgCr,1Fam,3000.0,2.0,190000
864,3,2002,5,2Story,2.0,9930,CollgCr,1Fam,2588.0,2.5,222000
865,3,2002,8,1Story,2.0,17500,Crawfor,1Fam,3804.0,2.0,335000
866,3,2008,5,1Story,3.0,10206,Somerst,1Fam,3272.0,2.5,257500
867,2,2008,5,1Story,2.0,14587,Somerst,1Fam,3004.0,2.0,264132
868,3,2004,7,1Story,1.0,7800,Sawyer,1Fam,1763.0,1.0,130000
869,3,1982,7,1.5Fin,1.0,4960,BrkSide,1Fam,1951.0,2.0,137000
870,2,1995,7,1Story,1.0,7392,IDOTRR,1Fam,1432.0,1.0,99500
871,3,1978,5,SFoyer,2.0,7424,Sawyer,Duplex,2692.0,1.0,160250
872,3,2004,5,2Story,2.0,2522,Edwards,Twnhs,2679.0,2.0,130000
873,2,1950,7,1Story,1.0,3672,IDOTRR,1Fam,1632.0,1.0,75200
874,2,1996,5,SLvl,1.0,7706,Mitchel,1Fam,1475.0,1.0,131250
875,3,1993,6,1Story,1.0,12929,NAmes,1Fam,2162.0,1.0,148000
876,3,1965,5,1Story,1.0,9316,Sawyer,1Fam,2044.0,2.0,124100
877,3,2007,9,SFoyer,2.0,12122,NAmes,1Fam,1943.0,1.0,178400
878,4,1977,3,1Story,0.0,7711,Edwards,Duplex,2880.0,2.0,150000
879,3,1999,5,2Story,2.0,12352,CollgCr,1Fam,2606.0,2.5,217000
880,3,2006,5,2Story,2.0,12447,Somerst,1Fam,3064.0,2.5,252000
881,3,2006,5,1Story,2.0,7500,SawyerW,1Fam,2282.0,1.5,152000
882,2,2001,8,1.5Unf,2.0,6120,BrkSide,1Fam,1686.0,1.0,132000
883,3,1950,7,1.5Fin,1.0,9576,OldTown,1Fam,1952.0,1.5,120000
884,3,2006,5,2Story,2.0,9942,NridgHt,1Fam,3697.0,2.5,338500
885,2,1994,7,1Story,2.0,7898,NAmes,1Fam,1561.0,1.0,105000
886,3,1997,5,2Story,2.0,21872,Gilbert,1Fam,2175.0,2.5,175000
887,4,1977,5,2Story,2.0,10005,ClearCr,1Fam,3182.0,2.5,192000
888,4,2005,5,2Story,2.0,12393,CollgCr,1Fam,2795.0,2.5,195000
889,3,2008,5,2Story,2.0,9000,Somerst,1Fam,2358.0,2.5,210000
890,4,2003,5,2Story,2.0,7875,Gilbert,1Fam,2795.0,2.5,211000
891,3,1950,6,1.5Fin,1.0,6000,BrkSide,1Fam,1996.0,1.0,128000
892,3,1964,5,1Story,2.0,10175,NAmes,1Fam,2850.0,2.0,180500
893,5,1950,5,2Story,2.0,13600,OldTown,2fmCon,2999.0,2.0,90000
894,2,1996,7,1.5Unf,2.0,12172,NAmes,1Fam,1730.0,1.0,138500
895,3,2006,5,2Story,2.0,10237,Gilbert,1Fam,2230.0,2.5,169985
896,3,1961,4,1Story,1.0,7000,NAmes,1Fam,2300.0,1.0,146000
897,3,1993,5,2Story,3.0,11228,SawyerW,1Fam,3177.0,2.5,228000
898,3,1959,6,1Story,1.0,8000,NAmes,1Fam,2512.0,1.5,159000
899,3,2006,5,2Story,3.0,10728,Somerst,1Fam,3034.0,2.5,266000
900,5,1950,7,1.5Fin,2.0,6000,OldTown,1Fam,2382.0,1.5,139000
901,2,1955,5,1Story,0.0,6931,Edwards,2fmCon,1568.0,1.0,91900
902,3,2006,5,1Story,2.0,8760,CollgCr,1Fam,2989.0,2.0,212999
903,3,2005,5,1Story,3.0,16033,NridgHt,1Fam,3683.0,2.0,326000
904,3,2004,5,2Story,2.0,9024,Gilbert,1Fam,2304.0,2.5,179000
905,3,2007,5,1Story,3.0,11563,Timber,1Fam,3055.0,2.0,294000
906,2,1972,6,2Story,1.0,1680,BrDale,Twnhs,1470.0,1.5,97000
907,3,2006,5,2Story,3.0,8760,CollgCr,1Fam,3353.0,2.5,239799
908,3,1990,6,1Story,2.0,9600,NAmes,1Fam,2684.0,1.0,161000
909,1,2003,5,1Story,2.0,4435,CollgCr,TwnhsE,1696.0,1.0,136500
910,2,2007,8,2Story,1.0,1680,BrDale,Twnhs,1470.0,1.5,118000
911,2,2006,6,1Story,2.0,7599,Mitchel,1Fam,1690.0,1.0,129500
912,3,2007,7,1.5Fin,2.0,7264,BrkSide,1Fam,2500.0,2.5,205000
913,4,1975,3,1Story,2.0,32668,Crawfor,1Fam,4550.0,3.0,200624
914,3,2007,5,1Story,3.0,11825,NridgHt,1Fam,3388.0,2.0,322400
915,3,2007,5,1Story,3.0,10200,CollgCr,1Fam,3180.0,2.0,293200
916,2,2005,5,1Story,2.0,8849,NridgHt,TwnhsE,3368.0,2.0,266000
917,3,1978,5,2Story,2.0,11184,Sawyer,1Fam,2601.0,2.5,172500
918,2,1996,6,1.5Fin,2.0,8820,OldTown,1Fam,2837.0,1.0,124900
919,3,1950,6,1Story,1.0,6615,BrkSide,1Fam,2454.0,1.0,149000
920,3,2004,5,1Story,2.0,8773,CollgCr,1Fam,2828.0,2.0,185500
921,1,2002,5,1Story,2.0,11088,CollgCr,1Fam,2706.0,1.5,220000
922,3,2007,5,1Story,2.0,9158,Somerst,1Fam,2992.0,2.0,225000
923,2,1950,5,1Story,1.0,8280,NAmes,1Fam,1864.0,1.0,124000
924,2,1950,4,1Story,2.0,8544,NAmes,Duplex,1040.0,2.0,92900
925,2,1950,5,1Story,5.0,8635,BrkSide,1Fam,2144.0,1.0,126500
926,3,1972,5,1Story,2.0,12735,NAmes,1Fam,1728.0,1.0,111250
927,4,2000,5,2Story,3.0,11000,NoRidge,1Fam,3254.0,2.5,248000
928,3,1963,5,1Story,1.0,7590,NAmes,1Fam,2234.0,1.0,136870
929,1,2003,5,1Story,2.0,4435,CollgCr,TwnhsE,1696.0,1.0,133000
930,3,1956,5,1Story,1.0,10152,NAmes,1Fam,2096.0,1.0,135000
931,2,1969,6,1Story,1.0,10295,NAmes,1Fam,1872.0,1.0,111900
932,3,1980,7,1Story,2.0,7763,NAmes,1Fam,2214.0,1.0,140000
933,4,1959,4,1.5Fin,2.0,17120,ClearCr,1Fam,1588.0,2.0,134432
934,3,2007,5,1Story,3.0,13870,StoneBr,1Fam,3784.0,2.0,455000
935,4,1994,5,2Story,3.0,10120,NoRidge,1Fam,3691.0,2.5,290000
936,3,1999,5,2Story,2.0,10820,CollgCr,1Fam,2861.0,2.5,235500
937,3,2004,8,1.5Fin,2.0,9600,OldTown,1Fam,2196.0,1.0,156500
938,3,2000,5,2Story,2.0,8121,Gilbert,1Fam,2617.0,2.5,172400
939,3,2008,5,1Story,2.0,11639,Somerst,1Fam,2856.0,2.0,182000
940,2,2006,5,1Story,3.0,13758,NridgHt,1Fam,3584.0,2.0,372397
941,4,2002,5,2Story,2.0,9771,SawyerW,1Fam,3891.0,2.5,260000
942,2,1950,4,1Story,0.0,9000,IDOTRR,1Fam,1429.0,1.0,72000
943,3,1950,3,2Story,0.0,10320,IDOTRR,2fmCon,1880.0,2.0,82375
944,3,1972,6,SLvl,2.0,10448,NWAmes,1Fam,2808.0,2.5,158000
945,2,2001,5,1.5Fin,1.0,8635,BrkSide,1Fam,1957.0,1.0,127000
946,1,1987,5,1Story,2.0,11980,SawyerW,1Fam,2866.0,1.5,270000
947,1,2009,8,1.5Fin,2.0,12327,SawyerW,1Fam,3628.0,1.5,316600
948,2,2006,7,SLvl,1.0,11512,Edwards,1Fam,2376.0,1.0,177000
949,3,1991,7,1Story,3.0,14684,SawyerW,1Fam,4354.0,2.0,271900
950,3,1976,6,2Story,1.0,2665,MeadowV,TwnhsE,1568.0,1.5,115000
951,4,1987,5,2Story,0.0,5250,OldTown,1Fam,2837.0,2.0,122000
952,2,1986,5,1Story,2.0,18044,Crawfor,1Fam,3005.0,2.5,315000
953,3,2006,5,2Story,2.0,9245,CollgCr,1Fam,2736.0,2.5,213500
954,2,1950,7,1Story,2.0,7200,NAmes,1Fam,1040.0,1.0,109500
955,2,1950,5,1Story,1.0,6000,OldTown,1Fam,1578.0,1.0,115000
956,1,2004,5,1Story,2.0,3628,Somerst,TwnhsE,2286.0,1.5,176400
957,3,1968,7,1Story,2.0,9156,NWAmes,1Fam,2978.0,2.0,185750
958,3,2000,5,2Story,3.0,9066,CollgCr,1Fam,2856.0,2.5,230000
959,3,1958,5,1Story,0.0,6410,Edwards,1Fam,1920.0,1.0,90000
960,3,2008,5,2Story,2.0,63887,Edwards,1Fam,11752.0,2.5,160000
961,2,1970,7,SFoyer,2.0,7244,Mitchel,1Fam,1536.0,1.0,129500
962,3,1994,6,1Story,1.0,10152,NAmes,1Fam,2248.0,1.0,153000
