,screen_porch,misc_val,mo_sold,yr_sold,saleprice,total_sf
1444,0,0,8,2009,156500,2250.0
1445,0,0,7,2006,151000,1718.0
1446,0,0,4,2009,135000,2210.0
1447,0,0,5,2006,79400,1638.0
1448,0,0,8,2009,213000,2716.0
1449,0,0,4,2010,202900,2875.0
1450,0,0,5,2007,211000,2590.0
1451,0,0,11,2008,130000,3600.0
1452,0,0,10,2009,137450,2584.0
1453,0,0,6,2009,150000,2901.0
1454,0,0,3,2008,95000,1727.0
1455,0,0,8,2008,179400,2245.0
1456,0,0,7,2007,212109,2313.0
1457,0,0,12,2006,98600,2470.0
1458,0,0,7,2007,216000,1734.0
1459,0,0,6,2006,300000,3394.0
1460,0,0,4,2010,328000,3566.0
1461,0,0,12,2007,139000,1481.0
1462,0,0,4,2006,164000,2000.0
1463,0,0,12,2007,123900,1561.0
1464,0,0,2,2010,116500,1716.0
1465,0,0,10,2007,177000,2742.0
1466,0,0,2,2007,99500,2123.0
1467,0,0,7,2006,174190,2652.0
1468,0,0,6,2006,151000,1800.0
1469,0,0,4,2010,143750,1696.0
1470,0,0,7,2009,131900,1592.0
1471,240,0,6,2007,157000,2148.0
1472,0,0,7,2009,147000,2016.0
1473,0,0,7,2009,188500,2148.0
1474,0,0,6,2006,185850,2728.0
1475,0,0,7,2006,126000,1968.0
1476,0,0,9,2009,118000,1728.0
1477,0,0,3,2007,319900,3224.0
1478,0,0,3,2006,142500,2006.0
1479,0,0,8,2009,129900,2400.0
1480,0,0,9,2006,202500,2736.0
1481,0,600,6,2006,131000,1640.0
1482,0,0,7,2008,185000,3676.0
1483,0,0,4,2009,138000,2311.0
1484,0,0,10,2006,114504,2052.0
1485,0,0,4,2010,113000,2222.0
1486,0,0,5,2010,125500,1950.0
1487,0,0,5,2007,165000,2000.0
1488,0,0,4,2006,79000,1980.0
1489,0,0,5,2010,152000,1836.0
1490,0,0,10,2006,159000,2668.0
1491,0,0,4,2008,141000,2200.0
1492,0,0,4,2006,167000,2496.0
1493,148,0,3,2010,132000,2288.0
1494,0,0,5,2007,179900,2352.0
1495,0,0,2,2010,122000,1782.0
1496,0,0,4,2009,127000,2090.0
1497,0,0,9,2006,190000,2906.0
1498,0,0,11,2007,158450,2872.0
1499,100,0,10,2009,175000,1984.0
1500,0,0,10,2009,377500,3492.0
1501,0,0,3,2010,138400,2464.0
1502,0,0,1,2006,260000,3468.0
1503,0,0,7,2007,440000,3952.0
1504,0,0,6,2009,178000,2424.0
1505,0,0,11,2006,138500,2104.0
1506,0,0,4,2007,132000,2114.0
1507,0,0,7,2006,149900,2609.0
1508,0,0,8,2008,108000,2340.0
1509,0,0,4,2008,110000,1848.0
1510,0,0,5,2009,124000,1790.0
1511,0,0,4,2007,103200,1764.0
1512,0,0,8,2007,194000,2704.0
1513,0,0,5,2007,108000,1896.0
1514,0,0,7,2009,122000,1728.0
1515,200,0,4,2006,148400,2130.0
1516,0,0,6,2009,60000,2552.0
1517,0,0,4,2008,226500,3228.0
1518,0,0,10,2006,35311,960.0
1519,0,0,10,2006,127500,1988.0
1520,0,0,4,2008,137500,1753.0
1521,0,0,11,2008,147000,2146.0
1522,0,0,9,2006,309000,3569.0
1523,0,0,7,2009,315000,4168.0
1524,0,0,12,2008,147000,1824.0
1525,0,0,10,2006,264561,3087.0
1526,0,0,2,2007,130000,1744.0
1527,0,0,6,2007,177000,2281.0
1528,0,0,7,2008,119000,1980.0
1529,0,0,5,2006,157000,2146.0
1530,0,0,7,2006,158000,2210.0
1531,0,0,8,2007,115000,2730.0
1532,0,0,3,2007,120750,1788.0
1533,0,0,1,2010,216000,2488.0
1534,0,0,1,2007,75000,1638.0
1535,0,0,7,2008,192000,2860.0
1536,180,0,7,2006,160500,2000.0
1537,0,0,8,2007,279500,2988.0
1538,64,0,5,2008,148000,2056.0
1539,0,600,7,2008,145000,1984.0
1540,0,0,11,2006,310000,3858.0
1541,0,0,6,2006,165000,2229.0
1542,0,0,7,2009,402000,4077.0
1543,0,0,7,2008,250000,2984.0
1544,0,0,4,2006,73000,1260.0
1545,0,0,9,2009,136000,2688.0
1546,0,0,3,2006,282500,3125.0
1547,0,0,5,2010,221500,3190.0
1548,0,0,6,2007,170000,3360.0
1549,0,0,5,2009,163000,2080.0
1550,0,0,11,2007,290000,3849.0
1551,0,0,5,2007,330000,3863.0
1552,0,0,7,2009,111000,1470.0
1553,0,0,8,2006,214000,2595.0
1554,0,0,5,2008,137500,2304.0
1555,0,0,6,2009,240900,2810.0
1556,0,0,6,2010,190000,2673.0
1557,0,0,9,2009,250000,3180.0
1558,180,0,7,2007,218000,2874.0
1559,0,0,8,2007,255000,3223.0
1560,0,0,8,2006,240000,3340.0
1561,0,0,6,2007,360000,4280.0
1562,0,0,10,2008,179900,2484.0
1563,0,0,3,2007,200500,4684.0
1564,0,0,5,2009,37900,1568.0
1565,0,0,1,2007,180500,2579.0
1566,0,0,10,2009,269500,3955.0
1567,0,0,10,2007,225000,2580.0
1568,0,0,5,2007,141000,1935.0
1569,0,0,6,2009,335000,3482.0
1570,0,0,6,2010,150000,2052.0
1571,0,0,11,2006,385000,3684.0
1572,189,0,10,2009,205000,2754.0
1573,0,0,2,2010,206000,2395.0
1574,0,0,11,2007,179600,2844.0
1575,0,0,4,2006,102000,2056.0
1576,0,0,3,2008,175000,2252.0
1577,0,400,6,2006,159000,2399.0
1578,0,0,5,2008,135000,2254.0
1579,0,0,10,2006,136900,2849.0
1580,0,0,6,2006,135000,2148.0
1581,180,0,7,2009,337000,3617.0
1582,222,0,8,2006,250000,3708.0
1583,0,0,6,2008,306000,3576.0
1584,0,0,3,2009,179000,2400.0
1585,0,0,2,2008,146000,2081.0
1586,0,0,5,2007,161000,3318.0
1587,0,0,2,2010,205000,3220.0
1588,0,0,7,2008,241500,2778.0
1589,0,0,4,2007,118500,2058.0
1590,0,0,7,2006,130000,2414.0
1591,0,0,5,2007,130000,1880.0
1592,0,0,7,2006,535000,4548.0
1593,0,0,10,2009,123000,1824.0
1594,0,0,6,2008,82000,1152.0
1595,0,0,3,2008,132000,2074.0
1596,0,0,12,2006,108480,2146.0
1597,0,0,7,2006,165000,2634.0
1598,0,0,6,2007,181000,2947.0
1599,0,0,7,2009,165000,2326.0
1600,0,0,4,2010,161000,2343.0
1601,0,0,9,2006,199000,3008.0
1602,0,0,2,2010,214900,2711.0
1603,0,0,10,2006,198600,2556.0
1604,0,0,7,2006,258000,3404.0
1605,0,0,10,2009,269500,3955.0
1606,0,0,4,2008,176000,2121.0
1607,0,0,10,2007,158000,2604.0
1608,0,0,3,2009,184100,1827.0
1609,0,0,9,2007,170000,2845.0
1610,0,1500,4,2009,208000,2554.0
1611,0,0,5,2009,140000,1696.0
1612,0,0,6,2009,230000,3244.0
1613,0,0,4,2008,188500,2674.0
1614,113,0,2,2006,194000,2618.0
1615,0,0,4,2008,133000,2208.0
1616,0,0,7,2009,140000,1814.0
1617,0,0,6,2008,207500,2434.0
1618,168,0,5,2009,256900,3572.0
1619,0,0,7,2007,109000,1769.0
1620,0,0,6,2009,113722,1513.0
1621,0,0,3,2009,237000,2996.0
1622,109,0,7,2007,142100,2106.0
1623,0,0,5,2006,149900,2471.0
1624,0,0,5,2009,404000,4040.0
1625,0,0,9,2006,277500,3886.0
1626,0,0,6,2010,178000,2473.0
1627,0,0,12,2009,254000,2648.0
1628,0,0,6,2010,12789,1510.0
1629,0,0,6,2007,176000,2490.0
1630,0,0,9,2006,342643,3845.0
1631,0,0,8,2007,125500,1778.0
1632,0,0,7,2008,150000,2990.0
1633,0,0,5,2007,261329,3158.0
1634,0,0,4,2008,141000,2160.0
1635,0,0,2,2007,153000,2752.0
1636,0,0,6,2007,172500,2516.0
1637,259,0,7,2007,153575,2094.0
1638,0,0,11,2007,124900,1838.0
1639,142,0,5,2007,415298,4242.0
1640,0,0,9,2009,119000,2452.0
1641,0,0,12,2007,227000,3176.0
1642,0,0,8,2008,145500,2106.0
1643,0,0,6,2006,61500,984.0
1644,0,0,3,2006,192100,3702.0
1645,0,0,2,2009,116000,2101.0
1646,0,0,6,2007,145000,1726.0
1647,0,0,7,2009,445000,4904.0
1648,288,0,9,2009,150500,2080.0
1649,0,0,4,2010,175900,2418.0
1650,0,0,4,2009,167900,2232.0
1651,0,0,11,2006,219210,2742.0
1652,0,400,5,2010,189000,2900.0
1653,95,0,5,2008,136500,2352.0
1654,0,0,6,2010,137900,1756.0
1655,0,0,6,2009,85000,2044.0
1656,0,0,10,2006,137900,4272.0
1657,0,0,5,2008,195500,2530.0
1658,0,0,5,2010,128000,2453.0
1659,0,0,7,2008,135000,1728.0
1660,0,0,9,2008,143195,2152.0
1661,0,600,8,2008,79500,1677.0
1662,0,0,7,2008,192500,2498.0
1663,0,0,3,2009,129500,2096.0
1664,0,0,5,2007,168000,2378.0
1665,0,0,4,2008,105000,2081.0
1666,0,0,3,2007,143250,1962.0
1667,0,0,6,2008,144000,2198.0
1668,0,0,5,2010,205000,3058.0
1669,0,0,4,2007,143000,1996.0
1670,0,0,9,2008,290000,2838.0
1671,0,0,3,2010,611657,4694.0
1672,0,0,11,2009,152000,2080.0
1673,144,0,1,2010,191500,2560.0
1674,0,0,10,2007,317000,3616.0
1675,126,0,7,2007,165250,1982.0
1676,161,0,4,2008,123000,2184.0
1677,0,0,6,2008,185000,2176.0
1678,0,0,3,2006,120000,2090.0
1679,0,400,11,2007,158500,2186.0
1680,0,0,12,2008,173000,2438.0
1681,0,0,3,2007,101800,1224.0
1682,0,0,4,2009,155000,1695.0
1683,112,0,12,2009,125000,2132.0
1684,0,0,5,2007,104500,968.0
1685,0,0,6,2009,350000,3686.0
1686,0,0,7,2006,93500,1040.0
1687,0,0,6,2008,193000,2663.0
1688,0,0,9,2008,191000,3143.0
1689,0,0,6,2006,110000,1626.0
1690,0,0,11,2009,261500,3171.0
1691,0,0,6,2009,128900,2100.0
1692,210,0,5,2006,584500,5233.0
1693,0,0,2,2007,111000,1812.0
1694,0,0,10,2007,90000,2066.0
1695,0,0,8,2007,129000,3401.0
1696,0,0,11,2008,224000,2936.0
1697,0,0,5,2008,165000,1800.0
1698,0,0,2,2010,122000,1986.0
1699,0,0,9,2007,267300,3110.0
1700,0,0,7,2009,485000,5066.0
1701,0,0,10,2006,220000,4081.0
1702,0,0,7,2008,215700,2635.0
1703,0,0,3,2009,280000,3672.0
1704,0,0,6,2008,284000,3178.0
1705,0,0,12,2007,84500,1260.0
1706,240,0,5,2010,192000,2790.0
1707,0,0,7,2006,105000,1506.0
1708,0,0,10,2006,216837,3696.0
1709,0,0,2,2008,141500,2792.0
1710,0,0,5,2008,130000,1788.0
1711,0,0,8,2009,124000,2080.0
1712,0,0,3,2007,150909,2687.0
1713,0,0,1,2006,139500,2016.0
1714,0,0,10,2007,79275,1728.0
1715,0,0,12,2007,265900,2960.0
1716,0,0,4,2008,91000,1558.0
1717,200,0,7,2009,185000,3056.0
1718,0,0,5,2006,141000,2300.0
1719,0,0,6,2007,260116,3734.0
1720,0,0,8,2009,113000,1344.0
1721,0,0,2,2008,225000,2912.0
1722,0,0,8,2009,113000,1586.0
1723,0,0,6,2010,125200,2104.0
1724,0,0,9,2007,319500,3018.0
1725,0,0,4,2008,140000,2471.0
1726,138,0,3,2006,250764,3282.0
1727,0,0,6,2008,250000,3036.0
1728,0,0,6,2007,176000,2304.0
1729,0,0,4,2007,174850,3052.0
1730,0,0,7,2009,147000,2352.0
1731,0,0,4,2010,99500,1836.0
1732,0,0,7,2009,398800,4055.0
1733,0,0,8,2007,175000,2600.0
1734,0,0,7,2008,109500,1650.0
1735,147,0,3,2007,163500,3314.0
1736,0,0,4,2006,100000,1576.0
1737,0,0,10,2006,334000,4160.0
1738,0,0,5,2010,137250,1728.0
1739,0,0,3,2006,320000,3854.0
1740,182,0,3,2010,162000,2350.0
1741,0,0,6,2010,222000,2948.0
1742,0,0,5,2009,178000,2040.0
1743,0,0,2,2010,119000,1592.0
1744,0,0,7,2007,169500,2676.0
1745,0,0,4,2009,236000,3208.0
1746,0,0,8,2008,294464,3244.0
1747,0,0,6,2008,206900,3064.0
1748,0,0,1,2010,233000,3040.0
1749,0,0,6,2006,108000,2064.0
1750,0,0,10,2008,165000,2150.0
1751,0,0,1,2007,134900,2080.0
1752,0,0,7,2007,113000,1768.0
1753,0,0,7,2007,147900,2194.0
1754,0,0,7,2009,99900,1728.0
1755,0,0,5,2008,143000,2311.0
1756,0,400,9,2006,114500,1992.0
1757,0,0,6,2006,129200,1853.0
1758,0,0,11,2008,392500,3252.0
1759,0,2500,5,2010,266500,3492.0
1760,0,0,2,2009,177500,1766.0
1761,0,0,4,2009,139500,2016.0
1762,0,0,7,2009,170000,2004.0
1763,161,0,7,2007,224500,2999.0
1764,0,0,6,2009,290000,3482.0
1765,184,0,6,2007,169500,2858.0
1766,180,0,4,2009,240000,3420.0
1767,175,0,10,2007,144000,2228.0
1768,0,0,6,2007,165000,2793.0
1769,0,0,2,2009,145000,2664.0
1770,0,0,6,2010,114000,2548.0
1771,0,0,7,2007,395000,3908.0
1772,0,0,12,2006,105500,1617.0
1773,0,0,5,2010,254900,2965.0
1774,0,0,11,2007,102000,2102.0
1775,0,0,6,2009,230000,2784.0
1776,0,0,5,2007,137500,2452.0
1777,0,0,7,2008,138000,2151.0
1778,0,600,9,2009,156500,1858.0
1779,0,0,7,2009,124500,1728.0
1780,276,0,11,2007,190000,2777.0
1781,0,0,3,2008,159895,2532.0
1782,0,0,5,2008,189000,3213.0
1783,0,0,4,2006,124000,1824.0
1784,95,0,5,2010,121500,2784.0
1785,0,0,1,2008,146000,3648.0
1786,0,4500,5,2008,235000,2751.0
1787,155,0,12,2006,300000,3240.0
1788,0,0,6,2006,90500,1638.0
1789,0,0,11,2008,142600,3456.0
1790,0,0,3,2009,227000,3146.0
1791,0,0,7,2009,205000,3400.0
1792,0,0,1,2007,246900,2682.0
1793,0,0,7,2008,89000,1534.0
1794,160,0,6,2010,64000,1864.0
1795,0,0,7,2006,170000,2452.0
1796,192,0,1,2009,582933,4556.0
1797,0,0,7,2006,110500,2206.0
1798,0,0,6,2007,110000,2358.0
1799,0,0,6,2009,118000,1396.0
1800,0,0,8,2008,284000,3044.0
1801,120,0,3,2008,171000,2574.0
1802,0,0,1,2009,193000,2647.0
1803,88,0,6,2007,135000,2268.0
1804,0,0,9,2006,167000,2454.0
1805,115,0,8,2006,105000,1440.0
1806,0,0,8,2006,214000,3176.0
1807,0,0,2,2006,279000,3334.0
1808,0,0,6,2006,184500,2550.0
1809,0,0,6,2007,120000,1832.0
1810,168,0,11,2009,171500,2546.0
1811,0,0,6,2007,164700,1875.0
1812,168,0,11,2006,209000,3427.0
1813,0,0,9,2006,225000,2913.0
1814,0,0,5,2006,81000,1842.0
1815,0,0,9,2006,336820,3340.0
1816,154,0,4,2007,277000,3219.0
1817,0,0,1,2007,117600,1788.0
1818,0,0,9,2009,140000,2524.0
1819,0,0,12,2008,395039,3517.0
1820,0,0,5,2007,181755,2264.0
1821,0,0,10,2006,186800,2800.0
1822,0,0,6,2009,177500,2884.0
1823,0,0,8,2007,64500,1624.0
1824,0,0,3,2010,260000,2976.0
1825,0,0,8,2007,185485,2532.0
1826,0,0,11,2009,105000,1590.0
1827,0,0,8,2007,187000,2383.0
1828,0,400,5,2006,202500,2829.0
1829,0,0,5,2007,245700,3228.0
1830,0,0,7,2007,128000,1896.0
1831,0,0,3,2006,275500,3128.0
1832,0,0,5,2009,225000,2961.0
1833,0,0,7,2009,138000,1711.0
1834,0,0,3,2010,88000,1617.0
1835,0,0,3,2007,380000,4796.0
1836,0,0,6,2008,256000,3320.0
1837,0,0,5,2010,134800,1800.0
1838,0,0,7,2009,121000,1790.0
1839,0,0,8,2007,227875,2635.0
1840,0,0,2,2010,245350,3388.0
1841,0,0,12,2006,93500,1872.0
1842,0,400,5,2010,83000,1293.0
1843,0,0,6,2007,240000,3533.0
1844,0,0,9,2007,113000,1765.0
1845,234,0,6,2009,155000,2430.0
1846,0,0,5,2008,142000,1824.0
1847,0,0,1,2009,119000,1788.0
1848,0,1300,7,2008,160000,2733.0
1849,0,0,4,2008,193000,2432.0
1850,144,0,9,2007,263000,3307.0
1851,0,0,7,2006,164990,2620.0
1852,0,0,10,2007,119000,1896.0
1853,0,0,6,2009,238500,2820.0
1854,0,0,12,2006,280000,3066.0
1855,0,0,2,2007,193800,3076.0
1856,0,0,6,2007,129900,2100.0
1857,0,0,2,2008,145000,1980.0
1858,0,0,8,2006,275000,3540.0
1859,0,0,12,2006,81400,1040.0
1860,0,0,9,2009,125000,2178.0
1861,0,0,11,2009,80000,1722.0
1862,0,0,5,2010,104000,2403.0
1863,0,0,3,2010,260400,3440.0
1864,0,0,3,2007,176000,2204.0
1865,0,0,2,2007,123000,2080.0
1866,0,0,6,2008,291000,3691.0
1867,0,0,5,2009,132000,1944.0
1868,0,0,7,2008,176000,2184.0
1869,0,0,7,2009,177625,2776.0
1870,0,0,3,2006,104900,2005.0
1871,0,0,6,2006,196000,2591.0
1872,0,0,5,2007,280000,3154.0
1873,0,700,5,2009,168500,1858.0
1874,0,0,2,2006,170000,2452.0
1875,0,0,6,2007,130000,2034.0
1876,0,0,1,2008,150000,2998.0
1877,0,0,6,2006,145000,2200.0
1878,0,0,7,2006,188000,3456.0
1879,0,0,8,2007,169000,2516.0
1880,0,0,4,2007,155000,2250.0
1881,0,0,7,2008,196000,2782.0
1882,0,0,7,2007,219500,2849.0
1883,0,0,2,2006,170440,2184.0
1884,0,0,7,2009,159500,2116.0
1885,0,17000,10,2007,183850,10190.0
1886,0,0,5,2008,174000,2986.0
1887,176,0,4,2007,167000,2554.0
1888,0,0,7,2009,148500,2311.0
1889,0,0,6,2009,147983,2228.0
1890,0,0,4,2009,120000,1843.0
1891,0,0,6,2007,157000,2180.0
1892,0,0,8,2006,91500,2266.0
1893,0,0,5,2008,85000,1592.0
1894,0,400,4,2007,140000,2428.0
1895,0,0,1,2007,127000,1910.0
1896,0,0,5,2008,207500,2592.0
1897,0,0,12,2006,415000,5508.0
1898,120,0,5,2009,193000,3122.0
1899,0,0,3,2009,174000,2183.0
1900,0,0,12,2009,152500,2226.0
1901,0,0,6,2008,183000,2438.0
1902,0,0,7,2007,136500,2560.0
1903,0,0,5,2008,231500,2755.0
1904,0,0,9,2006,123500,2128.0
1905,265,0,4,2008,135500,2209.0
1906,0,0,4,2007,133500,2004.0
1907,0,0,8,2008,124000,2288.0
1908,374,0,6,2006,280000,3010.0
1909,0,0,5,2010,333168,3992.0
1910,0,0,8,2009,270000,3291.0
1911,231,0,12,2009,128500,1928.0
1912,0,0,7,2006,172000,2796.0
1913,0,0,6,2006,130000,1592.0
1914,0,0,8,2009,196000,2612.0
1915,0,0,12,2007,87000,1523.0
1916,0,0,3,2007,128250,2345.0
1917,0,0,2,2010,210000,3615.0
1918,0,0,3,2007,220000,2845.0
1919,0,0,2,2010,128000,2134.0
1920,0,0,6,2007,135000,1854.0
1921,0,0,7,2008,228500,3369.0
1922,0,0,4,2010,134000,1740.0
1923,280,0,8,2006,157500,2032.0
1924,0,0,10,2009,263550,3405.0
1925,0,0,4,2007,182900,2880.0
1926,0,0,12,2009,222000,2560.0
1927,0,0,2,2008,146000,2184.0
1928,0,0,6,2007,153500,3118.0
1929,0,0,9,2006,315000,3960.0
1930,0,0,6,2008,315000,4100.0
1931,0,0,7,2008,257000,3202.0
1932,171,0,11,2008,173000,2400.0
1933,0,0,5,2006,169000,2320.0
1934,0,0,7,2009,382500,4400.0
1935,0,0,9,2008,230000,3572.0
1936,0,0,10,2009,153000,2594.0
1937,0,0,11,2009,123000,1927.0
1938,0,0,12,2009,207000,2926.0
1939,0,0,5,2008,295000,4963.0
1940,0,0,5,2007,149000,2188.0
1941,0,0,5,2010,216500,2820.0
1942,0,0,7,2007,112000,1616.0
1943,0,0,6,2007,134500,1886.0
1944,0,0,3,2008,187687,2392.0
1945,0,0,4,2010,68400,1826.0
1946,0,450,9,2009,143500,1902.0
1947,396,0,8,2009,275000,3162.0
1948,0,0,7,2006,171000,3866.0
1949,0,0,7,2009,244000,3046.0
1950,0,0,6,2010,130000,1738.0
1951,0,0,4,2007,253000,3370.0
1952,0,0,3,2006,52500,1386.0
1953,0,0,4,2010,185000,2016.0
1954,0,0,7,2009,167800,2235.0
1955,170,0,1,2009,274900,3426.0
1956,0,0,6,2009,187500,2844.0
1957,0,0,2,2009,253000,3084.0
1958,0,0,6,2008,105000,1514.0
1959,0,0,9,2009,174500,2784.0
1960,0,0,8,2006,210900,3114.0
1961,0,0,6,2010,127000,2287.0
1962,0,0,7,2008,207000,2716.0
1963,0,0,5,2009,154000,2882.0
1964,322,0,6,2007,591587,4998.0
1965,0,0,7,2006,180000,4811.0
1966,0,0,4,2009,124000,3168.0
1967,0,2500,2,2009,204000,2949.0
1968,0,0,8,2009,145000,2338.0
1969,204,0,4,2010,178900,3020.0
1970,0,0,6,2006,348000,3788.0
1971,0,0,3,2008,162500,2526.0
1972,0,0,5,2007,119900,1636.0
1973,0,0,6,2006,176500,2567.0
1974,0,0,1,2008,118000,2068.0
1975,0,0,4,2008,110000,1546.0
1976,0,0,6,2010,221000,3034.0
1977,0,0,5,2009,340000,3734.0
1978,0,0,10,2009,167500,2747.0
1979,0,0,6,2007,255000,3259.0
1980,0,0,8,2009,170000,1758.0
1981,0,0,5,2006,145000,1619.0
1982,0,0,6,2008,81000,1260.0
1983,190,0,5,2008,176500,2598.0
1984,0,0,8,2007,307000,3380.0
1985,0,0,2,2007,190550,2535.0
1986,0,0,8,2009,260000,3198.0
1987,0,0,4,2006,137500,2110.0
1988,0,0,1,2007,147000,2099.0
1989,0,400,3,2009,131400,2008.0
1990,0,0,7,2008,316000,3480.0
1991,0,0,4,2010,139000,2736.0
1992,0,0,4,2008,172500,1794.0
1993,0,0,7,2006,138887,2531.0
1994,90,0,7,2008,235000,3235.0
1995,0,0,8,2009,109500,1788.0
1996,210,0,10,2006,107000,2026.0
1997,0,0,2,2006,192500,2712.0
1998,0,0,6,2009,215000,3204.0
1999,0,0,11,2007,144100,2576.0
2000,0,450,10,2009,127500,1728.0
2001,0,0,12,2008,225000,3012.0
2002,0,0,1,2008,372402,3420.0
2003,176,0,9,2008,144000,1824.0
2004,0,0,9,2007,176500,2245.0
2005,0,0,5,2006,112000,1927.0
2006,0,0,11,2008,100000,1470.0
2007,0,0,8,2009,88000,1638.0
2008,0,0,6,2007,136905,3360.0
2009,0,0,3,2006,97500,1738.0
2010,0,0,10,2006,51689,729.0
2011,0,0,10,2008,142000,2504.0
2012,0,0,2,2007,250000,3126.0
2013,0,0,3,2010,243500,3775.0
2014,0,0,3,2009,184500,2612.0
2015,0,0,5,2007,210000,2932.0
2016,0,0,10,2009,129000,1824.0
2017,0,0,4,2010,82000,1020.0
2018,0,0,7,2008,181000,2530.0
2019,0,0,6,2007,167000,2304.0
2020,0,0,2,2006,173000,2630.0
2021,0,0,3,2006,195800,2395.0
2022,0,0,12,2006,223000,3688.0
2023,0,0,6,2008,192000,2734.0
2024,0,0,11,2007,197000,2264.0
2025,0,0,11,2006,298236,3443.0
2026,153,0,10,2007,238000,2569.0
2027,0,0,9,2006,119000,3112.0
2028,0,0,6,2006,262500,3724.0
2029,0,0,5,2009,425000,3956.0
2030,0,0,1,2010,102776,2037.0
2031,0,0,4,2010,149900,2156.0
2032,0,80,5,2010,190000,2528.0
2033,0,0,3,2010,162500,2382.0
2034,0,0,7,2006,217000,2973.0
2035,0,0,7,2006,137500,1880.0
2036,0,0,7,2009,270000,2695.0
2037,0,0,6,2006,142500,1758.0
2038,0,0,5,2007,161000,2084.0
2039,0,0,5,2007,93900,1638.0
2040,0,0,7,2006,225000,3591.0
2041,0,0,3,2008,412500,4240.0
2042,0,0,9,2006,83000,2278.0
2043,0,0,2,2007,128000,1832.0
2044,0,0,4,2008,182000,2363.0
2045,0,0,11,2008,394617,3864.0
2046,0,0,1,2008,298751,3612.0
2047,0,0,3,2009,82500,1722.0
2048,0,0,3,2009,177000,2809.0
2049,0,0,11,2009,144000,2400.0
2050,0,0,6,2010,189000,2798.0
