,totrms_abvgrd,fireplaces,garage_yr_blt,garage_cars,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,misc_val,mo_sold,yr_sold,saleprice,total_sf
688,7,0,1968.0,2.0,0,40,0,0,0,0,6,2008,141000,2196.0
689,5,0,1978.7077955601446,0.0,85,0,148,0,0,0,1,2008,107500,2464.0
690,4,0,1942.0,1.0,0,88,0,0,0,0,7,2007,108500,1954.0
691,6,0,1994.0,2.0,0,40,0,0,0,0,7,2006,150000,1956.0
692,6,0,1978.7077955601446,0.0,0,0,0,0,0,0,4,2006,78000,1152.0
693,7,0,2008.0,3.0,0,24,0,0,0,0,6,2008,235128,3160.0
694,5,2,1971.0,2.0,380,48,0,0,0,0,6,2007,302000,3467.0
695,5,0,1975.0,2.0,140,0,239,0,227,0,8,2008,163000,2422.0
696,5,0,1945.0,1.0,0,0,0,0,0,0,4,2010,84900,640.0
697,6,1,1974.0,2.0,260,0,0,0,0,0,6,2009,147000,2177.0
698,7,1,1915.0,1.0,0,0,0,0,0,0,6,2009,155000,2736.0
699,6,1,1990.0,2.0,0,58,0,0,90,0,7,2006,180000,2648.0
700,7,0,1978.7077955601446,0.0,0,0,0,0,0,3500,7,2010,55000,1092.0
701,6,1,2003.0,2.0,160,22,0,0,0,0,5,2007,187500,2014.0
702,6,1,1977.0,1.0,296,0,0,0,0,0,10,2009,125000,2166.0
703,6,1,1936.0,1.0,0,0,0,0,322,0,6,2006,250000,3074.0
704,5,0,1930.0,1.0,0,0,96,0,0,0,9,2008,78000,1380.0
705,9,0,1978.7077955601446,0.0,0,172,109,0,0,0,6,2008,118000,2422.0
706,7,0,2007.0,3.0,168,228,0,0,0,0,12,2007,318000,3388.0
707,8,1,1993.0,2.0,182,81,0,0,0,0,9,2006,215000,2688.0
708,4,0,1978.7077955601446,0.0,0,0,112,0,0,0,6,2006,72000,1104.0
709,7,1,1976.0,2.0,0,0,0,0,189,0,5,2008,180000,2716.0
710,7,1,1986.0,2.0,192,0,0,0,0,0,11,2008,184000,3257.0
711,6,0,1959.0,1.0,224,88,0,0,0,0,7,2009,124500,2082.0
712,8,0,1958.0,2.0,42,0,0,0,0,0,3,2010,135000,3208.0
713,6,1,1940.0,1.0,0,11,0,0,0,0,7,2008,164900,2653.0
714,6,0,1969.0,2.0,0,0,0,0,0,0,7,2006,140000,2328.0
715,6,0,1958.0,1.0,0,0,0,0,0,0,3,2009,128000,2082.0
716,6,1,1978.0,2.0,311,0,0,0,0,0,5,2008,153000,1484.0
717,7,0,1910.0,1.0,0,182,0,0,0,0,6,2008,127500,2405.0
718,7,1,1950.0,1.0,0,192,0,0,0,0,9,2008,141500,1909.0
719,9,2,1994.0,2.0,186,32,0,0,0,0,4,2010,325000,4085.0
720,6,1,1993.0,2.0,190,80,0,0,0,0,7,2007,188500,3188.0
721,5,0,2006.0,2.0,0,120,0,0,0,0,5,2006,185000,2524.0
722,6,0,1978.7077955601446,0.0,0,90,0,0,0,0,6,2008,146000,2350.0
723,5,1,1917.0,1.0,0,103,0,0,0,0,5,2009,119000,1912.0
724,6,0,1991.0,1.0,0,0,0,0,0,0,5,2009,112000,1932.0
725,4,1,2005.0,2.0,0,84,0,0,0,0,4,2006,197000,2494.0
726,11,1,2006.0,3.0,0,0,0,0,0,0,8,2006,412083,4327.0
727,7,2,2002.0,3.0,150,59,0,0,0,0,7,2008,271000,3257.0
728,6,1,2003.0,2.0,136,36,0,0,0,0,3,2007,200000,2810.0
729,5,1,1976.0,2.0,407,36,0,0,0,0,2,2007,174000,2552.0
730,6,2,1965.0,1.0,0,0,0,0,0,0,11,2007,156500,2754.0
731,7,0,1996.0,2.0,144,122,0,0,0,0,7,2007,204000,2628.0
732,6,0,1966.0,1.0,0,65,0,0,0,0,6,2008,149350,2456.0
733,4,1,1954.0,1.0,0,0,120,0,0,0,7,2006,137000,2016.0
734,8,1,1998.0,2.0,192,84,0,0,0,0,7,2008,222500,3184.0
735,6,0,2007.0,2.0,100,32,0,0,0,0,12,2007,166000,2256.0
736,5,1,1978.7077955601446,0.0,51,0,135,0,0,0,5,2010,109500,1872.0
737,6,0,1980.0,2.0,0,0,90,0,110,0,10,2009,122000,1383.0
738,5,1,1920.0,1.0,0,0,26,0,0,0,7,2007,99900,1934.0
739,7,0,2006.0,3.0,0,146,0,0,0,0,7,2007,249700,3312.0
740,6,1,1950.0,1.0,0,36,0,0,0,0,8,2009,158500,2244.0
741,5,0,1978.7077955601446,0.0,4,50,0,0,0,0,1,2006,139500,2284.0
742,5,0,2000.0,2.0,0,173,0,0,0,0,10,2006,202000,2784.0
743,8,0,2005.0,2.0,272,54,0,0,0,0,6,2006,145000,3338.0
744,6,0,1969.0,2.0,120,0,0,0,0,0,1,2008,108959,2456.0
745,7,2,1966.0,2.0,0,0,50,0,0,0,6,2010,160000,2434.0
746,8,0,1958.0,2.0,0,0,0,0,0,0,12,2007,128600,3120.0
747,7,1,1976.0,2.0,0,113,252,0,0,0,11,2007,197900,2728.0
748,5,1,1976.0,2.0,444,0,40,0,0,0,7,2006,172000,2130.0
749,5,0,1977.0,1.0,0,0,0,0,0,0,1,2007,130000,1783.0
750,6,0,1999.0,2.0,165,52,0,0,0,0,12,2008,195000,3341.0
751,4,0,1954.0,2.0,0,0,0,0,0,0,2,2008,113000,1976.0
752,7,0,2001.0,2.0,120,100,0,0,0,0,5,2006,209000,2982.0
753,7,1,1987.0,2.0,224,238,0,0,0,0,7,2009,213500,3124.0
754,5,0,1951.0,2.0,0,0,0,0,255,0,10,2009,126000,1743.0
755,7,1,1956.0,2.0,0,0,0,0,0,0,11,2009,127500,3125.0
756,6,1,2007.0,2.0,156,48,0,0,0,0,7,2008,334000,3420.0
757,5,1,1960.0,1.0,0,213,176,0,0,0,5,2008,157000,2506.0
758,5,0,1962.0,1.0,58,0,0,0,0,0,12,2007,125500,1728.0
759,7,1,2005.0,2.0,36,18,0,0,0,0,10,2008,189000,2184.0
760,6,0,1990.0,2.0,168,27,0,0,0,0,6,2009,173000,2405.0
761,9,4,1974.0,2.0,641,100,0,0,0,0,1,2006,260000,4394.0
762,7,0,2007.0,2.0,144,105,0,0,0,0,4,2009,212000,2634.0
763,5,0,1998.0,2.0,0,0,0,0,0,0,7,2006,148000,1784.0
764,8,0,1964.0,2.0,0,172,0,0,0,0,5,2010,136300,2308.0
765,12,1,1977.0,2.0,155,24,145,0,0,8300,8,2007,190000,3981.0
766,10,0,1950.0,2.0,192,0,60,0,0,0,2,2008,139500,2424.0
767,6,0,2003.0,2.0,0,48,0,0,0,0,8,2007,162000,1980.0
768,4,0,1979.0,1.0,0,0,140,0,0,0,6,2007,100000,1855.0
769,5,0,1968.0,1.0,0,120,0,0,0,0,10,2006,126500,1738.0
770,8,1,1987.0,2.0,201,96,0,0,0,0,8,2007,301000,4232.0
771,7,0,1997.0,2.0,0,162,0,0,0,0,5,2007,204750,2610.0
772,6,0,1956.0,2.0,0,0,0,0,0,0,6,2009,90000,1040.0
773,10,0,1930.0,2.0,0,0,219,0,0,0,4,2008,130000,3323.0
774,7,0,1968.0,2.0,0,60,0,0,270,455,6,2006,155000,2670.0
775,6,1,1964.0,1.0,0,0,0,0,0,0,6,2008,155000,2538.0
776,6,0,1965.0,2.0,0,0,0,0,0,0,4,2010,131500,2078.0
777,7,2,1955.0,1.0,0,0,189,0,0,0,3,2010,153000,2676.0
778,7,1,2008.0,3.0,0,50,0,0,0,0,5,2010,306000,3408.0
779,6,1,2006.0,3.0,266,100,0,0,0,0,6,2006,332200,3372.0
780,7,1,2008.0,3.0,192,44,0,0,0,0,4,2008,293077,3284.0
781,4,0,1961.0,1.0,140,0,0,0,0,0,7,2007,128000,1828.0
782,5,0,1926.0,1.0,0,0,183,0,0,0,10,2007,152000,2765.0
783,6,0,1978.7077955601446,0.0,0,0,0,0,0,0,12,2006,135000,1912.0
784,8,0,1930.0,1.0,0,48,0,0,0,0,5,2007,117500,3218.0
785,6,0,1980.0,2.0,0,0,175,0,0,0,7,2007,127500,2141.0
786,7,2,1981.0,2.0,266,0,0,0,0,0,3,2007,373000,4958.0
787,6,0,1978.7077955601446,0.0,187,0,0,0,0,0,3,2008,98000,1638.0
788,6,0,1994.0,2.0,0,0,0,0,0,0,6,2010,203135,2075.0
789,7,1,1996.0,2.0,0,120,0,0,0,0,7,2009,191000,2596.0
790,6,0,1956.0,1.0,0,0,40,0,200,0,3,2008,98000,1014.0
791,5,0,1978.7077955601446,0.0,120,0,0,0,0,0,3,2009,179000,2400.0
792,7,1,2006.0,2.0,297,50,0,0,0,0,9,2009,245000,2854.0
793,7,1,1998.0,2.0,78,73,0,0,0,0,6,2009,213250,3330.0
794,3,0,1948.0,1.0,0,0,66,0,0,0,8,2008,89900,869.0
795,7,1,1998.0,2.0,0,94,0,0,291,0,12,2009,185000,2550.0
796,6,0,1973.0,1.0,144,0,0,0,0,0,2,2007,113500,1617.0
797,4,0,1967.0,2.0,0,0,75,0,112,0,8,2006,68000,1430.0
798,7,0,2003.0,2.0,100,150,0,0,0,0,4,2010,201000,3120.0
799,7,0,2005.0,2.0,0,108,0,0,0,0,2,2008,226700,2634.0
800,7,1,2007.0,3.0,192,30,0,0,0,0,8,2007,500067,4610.0
801,7,1,2004.0,2.0,100,48,0,0,0,0,7,2006,201490,2446.0
802,5,0,1997.0,2.0,168,0,0,0,0,0,8,2008,155000,1980.0
803,4,0,1978.0,2.0,0,40,0,0,0,0,11,2009,145000,1882.0
804,6,0,1920.0,2.0,0,0,84,0,0,0,6,2008,128000,1973.0
805,7,1,2000.0,2.0,0,50,0,0,0,0,6,2007,187000,2605.0
806,5,0,2005.0,2.0,0,28,0,0,0,0,4,2009,145500,1619.0
807,4,0,1940.0,1.0,0,0,72,0,0,0,5,2009,75000,1144.0
808,7,0,2005.0,3.0,144,42,0,0,0,0,6,2007,217000,3092.0
809,6,1,2008.0,3.0,100,48,0,0,0,0,5,2010,220000,2682.0
810,8,1,1972.0,2.0,148,0,0,0,147,0,11,2006,165150,2522.0
811,5,0,1981.0,2.0,0,0,34,0,0,0,10,2008,147000,1966.0
812,6,1,1996.0,2.0,115,66,0,0,0,0,6,2009,203000,3008.0
813,6,1,1959.0,2.0,0,38,0,0,0,0,4,2010,165500,3098.0
814,5,0,1978.7077955601446,0.0,0,0,100,0,0,0,9,2008,67000,1728.0
815,7,1,1964.0,2.0,239,42,0,0,0,0,7,2007,187000,2673.0
816,4,0,2000.0,2.0,0,32,0,0,0,0,8,2009,180000,2268.0
817,8,1,1994.0,1.0,216,0,168,0,0,0,8,2007,146500,1949.0
818,7,1,2000.0,2.0,306,113,0,0,116,0,1,2007,270000,3346.0
819,5,0,1992.0,2.0,120,0,0,0,0,0,4,2010,147000,1932.0
820,5,0,1950.0,1.0,414,0,0,0,0,0,5,2010,132000,2040.0
821,6,0,1967.0,1.0,0,0,198,0,0,0,10,2009,105000,2214.0
822,9,0,1978.7077955601446,0.0,0,184,0,0,0,0,3,2008,135900,2496.0
823,12,1,2003.0,3.0,503,36,0,0,210,0,6,2010,538000,4929.0
824,5,0,1978.7077955601446,0.0,0,55,0,0,0,0,10,2007,147000,2286.0
825,6,2,2006.0,2.0,404,102,0,0,0,0,11,2009,325000,3304.0
826,6,0,1947.0,1.0,0,60,122,0,0,0,9,2008,124000,2100.0
827,5,0,1965.0,1.0,180,0,0,0,0,0,11,2006,137000,1870.0
828,8,1,1954.0,2.0,0,0,432,0,0,0,6,2009,142900,3690.0
829,6,0,1948.0,2.0,0,36,0,0,0,0,5,2008,147000,2046.0
830,6,0,1970.0,2.0,0,45,0,0,0,0,3,2009,128000,2360.0
831,7,1,1916.0,1.0,0,0,330,0,0,0,7,2006,144000,2505.0
832,6,1,2006.0,2.0,120,49,0,0,0,0,4,2010,205000,2740.0
833,7,0,1968.0,2.0,0,0,0,0,0,0,3,2009,167000,2972.0
834,5,0,1941.0,1.0,26,0,0,0,0,0,8,2009,66500,1807.0
835,8,1,1993.0,3.0,432,136,0,0,0,0,10,2006,315000,4085.0
836,8,1,2006.0,2.0,0,0,0,0,0,0,7,2007,155835,2184.0
837,6,0,1995.0,2.0,52,50,0,0,0,0,9,2009,239500,3321.0
838,6,1,2006.0,3.0,184,52,0,0,0,0,2,2009,300000,3035.0
839,6,1,2002.0,3.0,201,64,0,0,0,0,4,2007,282000,3844.0
840,6,1,1960.0,1.0,0,0,0,0,0,0,6,2007,120000,2288.0
841,5,2,1954.0,2.0,81,0,0,0,0,0,4,2008,241500,2748.0
842,7,1,2008.0,3.0,0,48,0,0,0,0,11,2008,336860,3724.0
843,6,1,1922.0,1.0,0,100,48,0,0,0,5,2006,91000,2084.0
844,5,0,2007.0,2.0,0,102,0,0,0,0,7,2007,207500,3100.0
845,5,1,2004.0,2.0,128,53,0,0,155,0,7,2008,250000,3240.0
846,5,0,2005.0,2.0,108,0,0,0,0,0,3,2006,167240,2496.0
847,5,0,2004.0,2.0,0,100,0,0,0,0,6,2008,178000,2480.0
848,6,0,1963.0,1.0,0,133,0,0,0,0,2,2007,127000,2104.0
849,8,0,1967.0,2.0,0,76,0,0,0,0,5,2010,218500,3658.0
850,4,0,1956.0,1.0,0,0,0,0,0,0,4,2008,135750,1904.0
851,7,0,2003.0,2.0,252,73,0,0,0,300,2,2010,214000,2960.0
852,7,1,2005.0,2.0,165,44,0,0,0,0,9,2009,257000,3688.0
853,5,0,2004.0,1.0,272,0,0,0,0,0,5,2008,157000,2322.0
854,5,0,1942.0,1.0,160,0,0,0,0,0,8,2006,102000,1952.0
855,5,0,1921.0,2.0,0,0,44,0,0,0,8,2009,163500,1840.0
856,6,0,1999.0,2.0,144,29,0,0,0,0,6,2009,204000,2991.0
857,7,1,1956.0,1.0,0,0,0,0,0,0,5,2009,103500,2710.0
858,14,0,1978.7077955601446,0.0,0,110,0,0,0,0,3,2007,200000,4835.0
859,6,0,1958.0,1.0,0,0,0,0,0,0,5,2007,118000,1728.0
860,6,0,2000.0,2.0,219,36,0,0,0,0,9,2006,235000,3050.0
861,6,0,1962.0,2.0,0,18,0,0,0,0,5,2006,132500,2296.0
862,7,0,2006.0,3.0,0,40,0,0,0,0,3,2007,221300,3132.0
863,6,0,2004.0,2.0,192,36,0,0,0,0,8,2009,190000,3000.0
864,6,0,2002.0,2.0,320,54,0,0,0,0,7,2006,222000,2588.0
865,7,2,1959.0,2.0,0,207,162,0,0,0,5,2010,335000,3804.0
866,7,1,2008.0,3.0,144,44,0,0,0,0,9,2009,257500,3272.0
867,6,1,2008.0,2.0,0,174,0,0,0,0,8,2008,264132,3004.0
868,5,0,1967.0,1.0,64,0,0,0,0,0,6,2009,130000,1763.0
869,7,1,1955.0,1.0,244,60,0,0,0,0,5,2009,137000,1951.0
870,5,0,1934.0,1.0,0,90,0,0,0,0,5,2008,99500,1432.0
871,5,2,1978.0,2.0,0,0,0,0,0,0,5,2010,160250,2692.0
872,7,0,2004.0,2.0,0,40,0,0,0,0,5,2006,130000,2679.0
873,5,0,1922.0,1.0,0,0,96,0,0,0,9,2007,75200,1632.0
874,5,0,1993.0,1.0,280,0,0,0,0,700,8,2009,131250,1475.0
875,5,0,1960.0,1.0,36,82,0,0,0,0,6,2008,148000,2162.0
876,5,0,1965.0,1.0,171,0,0,0,0,0,5,2009,124100,2044.0
877,6,0,1961.0,2.0,144,76,0,0,0,0,7,2008,178400,1943.0
878,8,0,1978.7077955601446,0.0,321,0,0,0,0,0,8,2007,150000,2880.0
879,7,1,1998.0,2.0,0,74,0,0,0,0,3,2007,217000,2606.0
880,8,1,2005.0,2.0,200,70,0,0,0,0,1,2006,252000,3064.0
881,6,0,2006.0,2.0,182,0,0,0,0,0,6,2009,152000,2282.0
882,5,0,1991.0,2.0,48,112,0,0,0,0,7,2007,132000,1686.0
883,5,0,1945.0,1.0,0,0,0,0,0,0,5,2006,120000,1952.0
884,8,1,2005.0,2.0,194,84,0,0,0,0,5,2006,338500,3697.0
885,4,0,1989.0,2.0,0,0,0,0,0,0,4,2010,105000,1561.0
886,6,1,1996.0,2.0,264,22,0,0,0,0,8,2008,175000,2175.0
887,8,1,1977.0,2.0,288,117,0,0,0,0,3,2008,192000,3182.0
888,8,1,2004.0,2.0,100,48,0,0,0,0,9,2006,195000,2795.0
889,6,0,2008.0,2.0,0,30,0,0,0,0,6,2009,210000,2358.0
890,8,1,2003.0,2.0,0,48,0,0,0,0,7,2007,211000,2795.0
891,6,0,1936.0,1.0,0,0,0,0,0,0,7,2009,128000,1996.0
892,7,1,1964.0,2.0,0,0,0,407,0,0,7,2008,180500,2850.0
893,10,0,1945.0,2.0,0,57,0,0,0,0,9,2007,90000,2999.0
894,4,0,1975.0,2.0,284,24,0,0,192,0,10,2007,138500,1730.0
895,8,0,2006.0,2.0,0,32,0,0,0,0,9,2006,169985,2230.0
896,6,0,1961.0,1.0,0,0,0,0,162,0,7,2006,146000,2300.0
897,9,1,1993.0,3.0,196,187,0,0,0,0,12,2008,228000,3177.0
898,6,0,1959.0,1.0,0,240,0,0,0,0,5,2008,159000,2512.0
899,8,1,2006.0,3.0,192,51,0,0,0,0,8,2006,266000,3034.0
900,7,0,1976.0,2.0,24,0,296,0,0,0,8,2006,139000,2382.0
901,4,0,1978.7077955601446,0.0,112,0,0,0,0,0,5,2008,91900,1568.0
902,7,1,2005.0,2.0,144,38,0,0,0,0,6,2007,212999,2989.0
903,8,1,2004.0,3.0,519,112,0,0,0,0,3,2006,326000,3683.0
904,8,1,2004.0,2.0,0,75,0,0,0,0,7,2008,179000,2304.0
905,8,0,2007.0,3.0,0,26,0,0,0,0,4,2008,294000,3055.0
906,5,0,1972.0,1.0,0,0,0,0,0,0,7,2009,97000,1470.0
907,7,0,2006.0,3.0,0,90,0,0,0,0,8,2006,239799,3353.0
908,7,1,1961.0,2.0,144,0,205,0,0,0,6,2006,161000,2684.0
909,3,0,2003.0,2.0,140,0,0,0,0,0,3,2008,136500,1696.0
910,5,0,1972.0,1.0,250,0,0,0,0,0,5,2009,118000,1470.0
911,4,0,1987.0,2.0,0,0,0,0,0,0,6,2007,129500,1690.0
912,5,0,1978.0,2.0,74,0,0,0,144,0,10,2009,205000,2500.0
913,9,2,1975.0,2.0,0,0,200,0,0,0,3,2007,200624,4550.0
914,7,1,2006.0,3.0,0,112,0,0,0,0,6,2007,322400,3388.0
915,7,1,2007.0,3.0,0,48,0,0,195,0,1,2009,293200,3180.0
916,6,1,2005.0,2.0,495,72,0,0,0,0,7,2008,266000,3368.0
917,7,1,1978.0,2.0,243,0,0,0,0,0,7,2009,172500,2601.0
918,7,0,1963.0,2.0,48,0,244,0,0,0,9,2009,124900,2957.0
919,6,1,1923.0,1.0,266,61,0,0,0,0,9,2009,149000,2454.0
920,6,0,2004.0,2.0,132,105,0,0,0,0,5,2010,185500,2828.0
921,5,1,2002.0,2.0,68,166,0,0,0,0,6,2006,220000,2706.0
922,7,0,2007.0,2.0,168,130,0,0,0,0,6,2007,225000,2992.0
923,4,1,1950.0,1.0,0,0,214,0,0,0,11,2007,124000,1864.0
924,6,0,1987.0,2.0,0,0,0,0,0,0,6,2009,92900,1040.0
925,5,0,1982.0,5.0,0,0,105,0,0,0,8,2009,126500,2144.0
926,5,0,1980.0,2.0,216,0,0,0,0,0,4,2008,111250,1728.0
927,8,1,2000.0,3.0,0,56,0,0,0,0,6,2007,248000,3254.0
928,6,0,1963.0,1.0,0,0,0,0,0,0,5,2008,136870,2234.0
929,4,0,2003.0,2.0,140,0,0,0,0,0,4,2006,133000,1696.0
930,6,0,1956.0,1.0,0,20,0,0,192,0,6,2007,135000,2096.0
931,4,0,1969.0,1.0,16,0,0,0,0,0,9,2008,111900,1872.0
932,6,0,1980.0,2.0,0,0,0,0,0,0,10,2008,140000,2214.0
933,7,1,1991.0,2.0,0,59,0,0,0,0,7,2008,134432,1588.0
934,8,1,2007.0,3.0,240,52,0,0,174,0,10,2007,455000,3784.0
935,8,1,1994.0,3.0,309,78,0,0,0,0,12,2006,290000,3691.0
936,7,1,1999.0,2.0,202,123,0,0,0,0,3,2007,235500,2861.0
937,7,0,1956.0,2.0,0,24,0,0,0,0,6,2006,156500,2196.0
938,7,1,2000.0,2.0,100,40,0,0,0,0,1,2006,172400,2617.0
939,6,0,2007.0,2.0,0,120,0,0,0,0,12,2008,182000,2856.0
940,6,1,2005.0,3.0,204,49,0,0,0,0,3,2006,372397,3584.0
941,9,1,1995.0,2.0,48,32,0,0,216,0,6,2008,260000,3891.0
942,4,0,1978.7077955601446,0.0,0,0,0,0,0,0,9,2006,72000,1429.0
943,8,0,1978.7077955601446,0.0,42,0,204,0,0,0,5,2008,82375,1880.0
944,7,1,1972.0,2.0,0,104,0,0,0,0,8,2009,158000,2808.0
945,6,0,1948.0,1.0,0,0,0,0,0,0,1,2008,127000,1957.0
946,4,2,1987.0,2.0,0,278,0,0,266,0,6,2010,270000,2866.0
947,5,1,1983.0,2.0,349,40,0,0,0,0,9,2009,316600,3628.0
948,5,1,1959.0,1.0,0,0,0,0,163,0,5,2008,177000,2376.0
949,7,1,1990.0,3.0,84,70,0,0,0,0,6,2009,271900,4354.0
950,4,1,1976.0,1.0,141,24,0,0,0,0,6,2008,115000,1568.0
951,8,0,1978.7077955601446,0.0,0,54,20,0,0,0,12,2008,122000,3042.0
952,6,1,1986.0,2.0,216,64,169,0,0,0,8,2007,315000,3005.0
953,8,0,2006.0,2.0,144,53,0,0,0,0,4,2007,213500,2736.0
954,5,0,1950.0,2.0,0,0,0,0,0,0,6,2006,109500,1040.0
955,5,0,1948.0,1.0,0,0,0,0,0,0,4,2008,115000,1578.0
956,5,1,2004.0,2.0,0,191,0,0,0,0,5,2006,176400,2286.0
957,7,1,1968.0,2.0,0,0,0,0,0,0,8,2009,185750,2978.0
958,7,2,1999.0,3.0,224,106,0,0,0,0,12,2008,230000,2856.0
959,5,0,1978.7077955601446,0.0,0,0,0,0,0,0,5,2010,90000,1920.0
960,12,3,2008.0,2.0,214,292,0,0,0,0,1,2008,160000,11752.0
961,5,0,1987.0,2.0,104,0,0,0,0,0,4,2007,129500,1536.0
962,6,1,1956.0,1.0,0,211,180,0,142,0,5,2006,153000,2248.0
963,4,0,2009.0,2.0,0,234,0,0,0,0,6,2009,173733,1836.0
964,6,0,1978.7077955601446,0.0,0,136,0,0,0,0,6,2007,146000,2200.0
965,6,1,1949.0,2.0,0,0,150,0,0,0,1,2010,172500,2338.0
966,6,1,1977.0,2.0,1424,0,0,0,0,0,9,2007,188000,2600.0
967,6,1,1976.0,2.0,298,0,0,0,0,0,5,2007,181500,2524.0
968,6,1,1996.0,2.0,158,61,0,0,0,0,4,2009,212000,2460.0
969,8,1,1978.0,2.0,400,105,0,0,0,0,7,2006,188900,2802.0
970,4,0,1978.7077955601446,0.0,0,52,0,0,0,0,4,2007,64500,1332.0
971,8,1,1978.0,2.0,336,104,0,0,0,0,5,2010,230000,3098.0
972,7,1,1975.0,2.0,0,0,43,0,100,0,7,2007,122000,2252.0
973,6,1,1956.0,1.0,0,0,0,0,288,0,7,2006,133500,2010.0
974,8,2,1920.0,2.0,0,547,0,0,480,1150,6,2008,256000,4302.0
975,6,1,1976.0,1.0,92,26,0,0,0,0,5,2008,129500,2025.0
976,8,1,2003.0,3.0,188,25,0,0,0,0,5,2010,318000,3956.0
977,6,1,2006.0,3.0,230,60,0,0,0,0,7,2009,255900,3204.0
978,5,0,1978.7077955601446,0.0,0,50,0,0,0,0,8,2009,143500,2316.0
979,8,1,2005.0,3.0,0,119,0,0,0,0,2,2010,259000,3644.0
980,7,2,1953.0,2.0,166,120,192,0,0,0,10,2007,217000,4068.0
981,6,1,1950.0,2.0,0,38,0,144,0,0,5,2007,210000,2700.0
982,5,0,1973.0,2.0,0,0,0,0,0,0,8,2009,148500,2004.0
983,6,1,2007.0,2.0,0,36,0,0,0,0,3,2007,156932,2028.0
984,10,0,1987.0,2.0,0,0,0,0,0,0,11,2008,145000,3456.0
985,6,1,2007.0,2.0,168,0,0,0,0,0,5,2009,200000,2572.0
986,7,2,2005.0,3.0,188,65,0,0,175,0,8,2007,450000,4040.0
987,6,0,1999.0,2.0,0,24,0,0,0,0,3,2009,172500,2200.0
988,9,1,1974.0,2.0,38,243,0,0,0,0,6,2008,240000,4136.0
989,8,1,2004.0,2.0,159,214,0,0,0,0,12,2007,340000,4046.0
990,7,0,2007.0,3.0,100,18,0,0,0,0,7,2009,201000,2932.0
991,5,0,1975.0,2.0,0,0,0,0,0,0,1,2007,122000,1938.0
992,7,1,1978.0,2.0,0,0,0,0,0,0,9,2007,213000,3193.0
993,5,0,1967.0,2.0,0,67,260,0,0,0,4,2009,175000,3371.0
994,6,0,2007.0,2.0,105,54,0,0,0,0,9,2007,195400,2416.0
995,6,1,1984.0,1.0,0,215,0,0,0,0,4,2009,113500,2104.0
996,6,1,1939.0,1.0,0,0,0,0,0,0,10,2006,140200,2549.0
997,5,0,1968.0,1.0,0,155,0,0,0,0,11,2006,116000,1791.0
998,9,1,2005.0,3.0,161,225,0,0,0,0,9,2006,359900,3676.0
999,6,0,1977.0,1.0,406,36,0,0,0,0,12,2006,157500,2063.0
1000,7,3,1955.0,1.0,476,0,0,0,142,0,11,2009,190000,3484.0
1001,5,0,1965.0,2.0,0,0,0,0,0,0,10,2009,100000,2446.0
1002,6,2,1964.0,1.0,0,116,0,0,0,700,3,2006,160000,2502.0
1003,6,0,2002.0,2.0,144,40,0,0,0,0,4,2009,203000,2875.0
1004,9,1,1990.0,2.0,500,0,0,0,0,0,6,2007,302000,4263.0
1005,5,1,1980.0,1.0,80,0,0,0,0,0,5,2010,143000,1846.0
1006,9,1,1998.0,2.0,208,50,0,0,0,0,5,2007,267000,3480.0
1007,8,0,1964.0,3.0,0,0,0,0,0,0,4,2007,103000,1224.0
1008,5,0,1998.0,2.0,0,199,0,0,0,0,3,2006,153500,2574.0
1009,6,2,1975.0,2.0,0,0,0,0,0,0,1,2007,171000,3091.0
1010,9,0,1924.0,1.0,0,0,56,0,0,0,5,2006,107000,2762.0
1011,5,0,1968.0,1.0,0,0,0,0,0,0,8,2007,128500,1904.0
1012,5,0,1957.0,1.0,0,34,0,0,0,0,4,2007,116000,1844.0
1013,5,1,1977.0,2.0,295,41,0,0,0,0,5,2006,160000,2252.0
1014,5,0,1992.0,2.0,0,82,0,0,144,0,8,2008,180000,2560.0
1015,5,0,1970.0,1.0,120,0,0,0,0,0,10,2007,133000,1828.0
1016,8,0,1997.0,4.0,0,48,0,0,0,0,11,2006,215000,2656.0
1017,7,2,1942.0,1.0,0,0,0,0,224,0,11,2009,177500,2265.0
1018,7,1,2006.0,2.0,168,46,0,0,0,0,1,2007,215000,3058.0
1019,6,1,1938.0,1.0,189,0,34,150,0,0,2,2009,150000,2534.0
1020,11,2,1990.0,3.0,367,0,0,0,0,0,5,2010,320000,4895.0
1021,6,0,1964.0,2.0,0,0,0,0,152,0,2,2009,167000,3032.0
1022,6,1,1939.0,1.0,0,0,121,0,0,0,6,2006,125000,1032.0
1023,6,0,1978.7077955601446,0.0,0,0,0,0,0,0,12,2008,65000,2036.0
1024,6,1,2007.0,2.0,0,20,0,0,0,0,10,2007,200141,2632.0
1025,6,1,2007.0,2.0,0,228,0,0,0,0,9,2007,235876,3056.0
1026,11,0,1998.0,2.0,467,160,78,0,0,0,12,2009,123000,2928.0
1027,7,1,1951.0,1.0,0,0,0,0,0,0,6,2006,137500,2228.0
1028,5,0,1978.7077955601446,0.0,0,0,0,0,0,0,8,2007,123600,1980.0
1029,6,1,1965.0,2.0,0,138,0,0,0,0,12,2006,160000,2412.0
1030,7,1,2000.0,2.0,100,48,0,0,0,0,11,2007,181000,2614.0
1031,4,0,1963.0,2.0,140,50,0,0,0,0,6,2008,125000,1650.0
